Time,PriceImportElectricity,PriceExportElectricity,PriceHydrogen,TemperatureAmbient,HeatValue,HeatH2,HeatEl,HeatFC,HeatHP,HeatWasteEl,HeatWasteFC,HeatDemand1,HeatDemand2,HeatDemand3,HeatConsumption,HeatAvgConsumption,HeatSupply,HeatWaste,ElectricityDemand,LoadH2System,LoadElectrolyser,LoadCompressor,LoadHeatPump,ElectricitySupply,ElectricityFCGeneration,NetElectricity,H2Produced,H2FCUsed,H2Stored,H2Imported,H2Exported,TCons1,TCons2,TCons3,TConsAvg,TCons1Slack,TCons2Slack,TCons3Slack,HeatSlack,DateTime
380,0.3013214,0.1713214,3.3,4.49,0.08609182857142857,6.992000000000001,0.0,6.992000000000001,2.3139999999999876,0.0,0.0,3.1019999999999963,3.1019999999999963,3.1019999999999963,9.305999999999989,3.1019999999999963,9.305999999999989,0.0,0.6611428571428536,0.0,0.0,0.0,0.6611428571428536,20.0,20.0,-19.338857142857147,0.0,0.818732601932209,1.668980928860034,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-16 20:00:00
381,0.28704300000000005,0.15704300000000002,3.3,4.77,0.08201228571428572,6.992000000000001,0.0,6.992000000000001,2.1460000000000203,0.0,0.0,3.046000000000007,3.046000000000007,3.046000000000007,9.138000000000021,3.046000000000007,9.138000000000021,0.0,0.613142857142863,0.0,0.0,0.0,0.613142857142863,20.0,20.0,-19.38685714285714,0.0,0.818732601932209,0.8419783006456814,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-16 21:00:00
382,0.281029,0.151029,3.3,3.69,0.08029399999999999,6.992000000000001,0.0,6.992000000000001,2.7940000000000076,0.0,0.0,3.2620000000000027,3.2620000000000027,3.2620000000000027,9.786000000000008,3.2620000000000027,9.786000000000008,0.0,0.7982857142857165,0.0,0.0,0.0,0.7982857142857165,20.0,20.0,-19.201714285714285,0.0,0.818732601932209,0.014975672431328801,4.201055231963628,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-16 22:00:00
383,0.2770132,0.1470132,3.3,3.2,0.07914662857142857,6.992000000000001,0.0,6.992000000000001,3.0879999999999814,0.0,0.0,3.359999999999994,3.359999999999994,3.359999999999994,10.079999999999982,3.359999999999994,10.079999999999982,0.0,0.882285714285709,0.0,0.0,0.0,0.882285714285709,20.0,20.0,-19.117714285714293,0.0,0.818732601932209,3.3470177238609677,10.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-16 23:00:00
384,0.2778086,0.1478086,3.3,3.27,0.07937388571428572,6.992000000000001,0.0,6.992000000000001,3.046000000000019,0.0,0.0,3.3460000000000067,3.3460000000000067,3.3460000000000067,10.03800000000002,3.3460000000000067,10.03800000000002,0.0,0.8702857142857197,0.0,0.0,0.0,0.8702857142857197,20.0,20.0,-19.12971428571428,0.0,0.818732601932209,12.420015095646615,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 00:00:00
385,0.2721632,0.1421632,3.3,3.52,0.07776091428571429,6.992000000000001,0.0,6.992000000000001,2.8960000000000097,0.0,0.0,3.2960000000000034,3.2960000000000034,3.2960000000000034,9.88800000000001,3.2960000000000034,9.88800000000001,0.0,0.8274285714285742,0.0,0.0,0.0,0.8274285714285742,20.0,20.0,-19.172571428571427,0.0,0.818732601932209,11.593012467432263,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 01:00:00
386,0.26842869999999996,0.1384287,3.3,3.77,0.07669391428571427,6.992000000000001,0.0,6.992000000000001,2.7460000000000004,0.0,0.0,3.246,3.246,3.246,9.738,3.246,9.738000000000001,0.0,0.7845714285714287,0.0,0.0,0.0,0.7845714285714287,20.0,20.0,-19.21542857142857,0.0,0.818732601932209,10.766009839217912,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 02:00:00
387,0.26124100000000006,0.13124100000000002,3.3,3.27,0.07464028571428573,6.992000000000001,0.0,6.992000000000001,3.046000000000019,0.0,0.0,3.3460000000000067,3.3460000000000067,3.3460000000000067,10.03800000000002,3.3460000000000067,10.03800000000002,0.0,0.8702857142857197,0.0,0.0,0.0,0.8702857142857197,20.0,20.0,-19.12971428571428,0.0,0.818732601932209,9.93900721100356,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 03:00:00
388,0.2609985,0.13099850000000002,3.3,3.35,0.074571,6.992000000000001,0.0,6.992000000000001,22.613651973208995,0.0,0.0,3.330000000000004,10.838092957110625,15.437559016098364,29.605651973208992,9.86855065773633,29.605651973208996,0.0,6.461043420916856,0.0,0.0,0.0,6.461043420916856,20.0,20.0,-13.538956579083145,0.0,0.818732601932209,9.112004582789208,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 04:00:00
389,0.27682890000000004,0.1468289,3.3,3.08,0.07737937470417164,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,3.5491615260025804,0.0,3.4428384739974205,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,8.285001954574856,0.0,0.0,20.0,21.362477948286003,22.197133448032552,21.186537132106185,0.0,0.0,0.0,0.0,2023-01-17 05:00:00
390,0.2849866,0.1549866,3.3,2.59,0.08029351396130666,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,6.992000000000001,0.0,0.0,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,7.457999326360503,0.0,0.0,20.02997151718409,20.698941330216456,22.12806889940389,20.95232724893481,0.0,0.0,0.0,0.0,2023-01-17 06:00:00
391,0.31845160000000006,0.18845160000000002,3.3,2.32,0.08331740090821611,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,0.0,6.992000000000001,0.0,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,6.63099669814615,0.0,0.0,20.665836112828774,20.041702977676934,21.41896238781443,20.708833826106712,0.0,0.0,0.0,0.0,2023-01-17 07:00:00
392,0.3281613,0.1981613,3.3,2.28,0.08645516868829095,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,3.6311634747442167,0.0,3.3608365252557837,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,5.803994069931798,0.0,0.0,20.0,20.667342529373638,20.725792624541945,20.46437838463853,0.0,0.0,0.0,0.0,2023-01-17 08:00:00
393,0.3276278,0.19762780000000002,3.3,2.31,0.08971110610081176,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,3.454000000000002,3.5379999999999985,0.0,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,4.976991441717445,0.0,0.0,20.015817373721045,20.0,20.66621271696499,20.227343363562014,0.0,0.0,0.0,0.0,2023-01-17 09:00:00
394,0.3257557,0.1957557,3.3,2.28,0.09307305714285713,6.992000000000001,0.0,6.992000000000001,3.640000000000013,0.0,0.0,3.5440000000000045,3.5440000000000045,3.5440000000000045,10.632000000000014,3.5440000000000045,10.632000000000014,0.0,1.0400000000000038,0.0,0.0,0.0,1.0400000000000038,20.0,20.0,-18.959999999999997,0.0,0.818732601932209,4.149988813503092,4.997010198843218,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 10:00:00
395,0.3249118,0.1949118,3.3,2.5,0.09283194285714284,6.992000000000001,0.0,6.992000000000001,3.5080000000000204,0.0,0.0,3.500000000000007,3.500000000000007,3.500000000000007,10.500000000000021,3.500000000000007,10.500000000000021,0.0,1.0022857142857202,0.0,0.0,0.0,1.0022857142857202,20.0,20.0,-18.99771428571428,0.0,0.818732601932209,8.270026282143526,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 11:00:00
396,0.3114191,0.1814191,3.3,2.49,0.0889768857142857,6.992000000000001,0.0,6.992000000000001,3.5140000000000082,0.0,0.0,3.5020000000000024,3.5020000000000024,3.5020000000000024,10.506000000000007,3.5020000000000024,10.506000000000009,0.0,1.0040000000000024,0.0,0.0,0.0,1.0040000000000024,20.0,20.0,-18.996,0.0,0.818732601932209,7.443023653929174,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 12:00:00
397,0.30741300000000005,0.17741300000000002,3.3,3.04,0.08783228571428572,6.992000000000001,0.0,6.992000000000001,3.1839999999999975,0.0,0.0,3.3919999999999995,3.3919999999999995,3.3919999999999995,10.175999999999998,3.3919999999999995,10.175999999999998,0.0,0.909714285714285,0.0,0.0,0.0,0.909714285714285,20.0,20.0,-19.090285714285717,0.0,0.818732601932209,6.616021025714821,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 13:00:00
398,0.3051529,0.1751529,3.3,3.05,0.08718654285714285,6.992000000000001,0.0,6.992000000000001,3.1780000000000115,0.0,0.0,3.3900000000000037,3.3900000000000037,3.3900000000000037,10.17000000000001,3.3900000000000037,10.170000000000012,0.0,0.9080000000000032,0.0,0.0,0.0,0.9080000000000032,20.0,20.0,-19.091999999999995,0.0,0.818732601932209,5.7890183975004685,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 14:00:00
399,0.3077525,0.1777525,3.3,2.29,0.08792928571428571,6.992000000000001,0.0,6.992000000000001,3.634000000000027,0.0,0.0,3.542000000000009,3.542000000000009,3.542000000000009,10.626000000000028,3.542000000000009,10.626000000000028,0.0,1.038285714285722,0.0,0.0,0.0,1.038285714285722,20.0,20.0,-18.96171428571428,0.0,0.818732601932209,4.962015769286116,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 15:00:00
400,0.31072069999999996,0.18072069999999998,3.3,2.02,0.08877734285714284,6.992000000000001,0.0,6.992000000000001,7.871930104705417,0.0,0.0,3.894846199123013,7.3730839055824005,3.596000000000003,14.863930104705418,4.954643368235139,14.863930104705418,0.0,2.2491228870586903,0.0,0.0,0.0,2.2491228870586903,20.0,20.0,-17.75087711294131,0.0,0.818732601932209,4.135013141071763,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 16:00:00
401,0.3224383,0.1924383,3.3,1.8,0.09212073430936385,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,3.3520000000000003,0.0,3.6400000000000006,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,3.30801051285741,0.0,0.0,20.054230995615015,20.685419527911975,20.0,20.246550174508997,0.0,0.0,0.0,0.0,2023-01-17 17:00:00
402,0.32301060000000004,0.1930106,3.3,2.14,0.09228874285714286,6.992000000000001,0.0,6.992000000000001,3.7239999999999966,0.0,0.0,3.571999999999999,3.571999999999999,3.571999999999999,10.715999999999998,3.571999999999999,10.715999999999998,0.0,1.063999999999999,0.0,0.0,0.0,1.063999999999999,20.0,20.0,-18.936,0.0,0.818732601932209,2.4810078846430574,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 18:00:00
403,0.3181121,0.1881121,3.3,2.69,0.09088917142857142,6.992000000000001,0.0,6.992000000000001,3.3939999999999877,0.0,0.0,3.461999999999996,3.461999999999996,3.461999999999996,10.385999999999989,3.461999999999996,10.385999999999989,0.0,0.9697142857142822,0.0,0.0,0.0,0.9697142857142822,20.0,20.0,-19.030285714285718,0.0,0.818732601932209,1.654005256428705,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 19:00:00
404,0.3088292,0.1788292,3.3,2.89,0.08823691428571429,6.992000000000001,0.0,6.992000000000001,3.2740000000000276,0.0,0.0,3.422000000000009,3.422000000000009,3.422000000000009,10.266000000000027,3.422000000000009,10.266000000000028,0.0,0.9354285714285793,0.0,0.0,0.0,0.9354285714285793,20.0,20.0,-19.06457142857142,0.0,0.818732601932209,0.8270026282143526,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 20:00:00
405,0.2920967,0.1620967,3.3,2.48,0.0834562,6.992000000000001,0.0,6.992000000000001,3.5199999999999942,0.0,0.0,3.503999999999998,3.503999999999998,3.503999999999998,10.511999999999993,3.503999999999998,10.511999999999995,0.0,1.005714285714284,0.0,0.0,0.0,1.005714285714284,20.0,20.0,-18.994285714285716,0.0,0.818732601932209,0.0,0.8353561901155077,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 21:00:00
406,0.28097079999999997,0.1509708,3.3,2.19,0.08027737142857141,6.992000000000001,0.0,6.992000000000001,3.694000000000006,0.0,0.0,3.5620000000000025,3.5620000000000025,3.5620000000000025,10.686000000000007,3.5620000000000025,10.686000000000007,0.0,1.0554285714285732,0.0,0.0,0.0,1.0554285714285732,20.0,20.0,-18.944571428571425,0.0,0.818732601932209,0.0,0.8353561901155077,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 22:00:00
407,0.2732302,0.1432302,3.3,1.92,0.07806577142857142,6.992000000000001,0.0,6.992000000000001,3.855999999999989,0.0,0.0,3.6159999999999966,3.6159999999999966,3.6159999999999966,10.84799999999999,3.6159999999999966,10.84799999999999,0.0,1.1017142857142825,0.0,0.0,0.0,1.1017142857142825,20.0,20.0,-18.898285714285716,0.0,0.818732601932209,0.0,0.8353561901155077,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-17 23:00:00
408,0.2738607,0.1438607,3.3,2.08,0.07824591428571429,6.992000000000001,0.0,6.992000000000001,3.759999999999973,0.0,0.0,3.583999999999991,3.583999999999991,3.583999999999991,10.751999999999974,3.583999999999991,10.751999999999974,0.0,1.0742857142857065,0.0,0.0,0.0,1.0742857142857065,20.0,20.0,-18.925714285714292,0.0,0.818732601932209,0.0,1.6707123802310153,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 00:00:00
409,0.2647621,0.1347621,3.3,2.1,0.07564631428571428,6.992000000000001,0.0,6.992000000000001,3.748000000000001,0.0,0.0,3.5800000000000005,3.5800000000000005,3.5800000000000005,10.740000000000002,3.5800000000000005,10.740000000000002,0.0,1.0708571428571432,0.0,0.0,0.0,1.0708571428571432,20.0,20.0,-18.929142857142857,0.0,0.818732601932209,0.8270026282143526,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 01:00:00
410,0.26190060000000004,0.1319006,3.3,2.43,0.07482874285714286,6.992000000000001,0.0,6.992000000000001,3.549999999999983,0.0,0.0,3.5139999999999945,3.5139999999999945,3.5139999999999945,10.541999999999984,3.5139999999999945,10.541999999999984,0.0,1.0142857142857093,0.0,0.0,0.0,1.0142857142857093,20.0,20.0,-18.98571428571429,0.0,0.818732601932209,0.0,0.8353561901155077,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 02:00:00
411,0.25561500000000004,0.125615,3.3,2.28,0.07303285714285715,6.992000000000001,0.0,6.992000000000001,3.640000000000013,0.0,0.0,3.5440000000000045,3.5440000000000045,3.5440000000000045,10.632000000000014,3.5440000000000045,10.632000000000014,0.0,1.0400000000000038,0.0,0.0,0.0,1.0400000000000038,20.0,20.0,-18.959999999999997,0.0,0.818732601932209,0.0,4.216182173813455,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 03:00:00
412,0.2591361,0.1291361,3.3,2.33,0.0740388857142857,6.992000000000001,0.0,6.992000000000001,24.779352893133368,0.0,0.0,11.367508558221362,16.869844334912,3.534000000000008,31.77135289313337,10.590450964377789,31.77135289313337,0.0,7.0798151123238195,0.0,0.0,0.0,7.0798151123238195,20.0,20.0,-12.92018488767618,0.0,0.818732601932209,3.3470177238609677,10.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 04:00:00
413,0.2729877,0.1429877,3.3,2.34,0.07682722077436341,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,0.0,3.303530544510164,3.688469455489837,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,12.420015095646615,0.0,0.0,21.421530437789574,22.42002781956562,20.0,21.2805194191184,0.0,0.0,0.0,0.0,2023-01-18 05:00:00
414,0.2965587,0.1665587,3.3,2.58,0.07972056568611909,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,0.0,0.0,6.992000000000001,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,11.593012467432263,1.670712380231014,0.0,20.72899334242997,22.290736465797572,20.02839418530152,21.016041331176353,0.0,0.0,0.0,0.0,2023-01-18 06:00:00
415,0.3200424,0.1900424,3.3,2.37,0.08272287516400124,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,6.992000000000001,0.0,0.0,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,12.420015095646615,0.0485485627721788,0.0,20.070301358888884,21.575363229676615,20.6639530921477,20.769872560237733,0.0,0.0,0.0,0.0,2023-01-18 07:00:00
416,0.3270846,0.1970846,3.3,1.5,0.0858382528586403,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,0.0,2.872785192896883,4.119214807103118,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,11.64107554457672,0.0,0.0,20.696717651998437,20.878331798693182,20.0,20.525016483563874,0.0,0.0,0.0,0.0,2023-01-18 08:00:00
417,0.3202946,0.1902946,3.3,1.51,0.08907095696584678,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,3.698000000000005,0.0,3.2939999999999956,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,10.814072916362369,0.0,0.0,20.0,20.69634104786222,20.076074035515507,20.25747169445924,0.0,0.0,0.0,0.0,2023-01-18 09:00:00
418,0.31438730000000004,0.1843873,3.3,1.68,0.08982494285714286,6.992000000000001,0.0,6.992000000000001,4.000000000000012,0.0,0.0,3.664000000000004,3.664000000000004,3.664000000000004,10.992000000000012,3.6640000000000037,10.992000000000013,0.0,1.1428571428571463,0.0,0.0,0.0,1.1428571428571463,20.0,20.0,-18.857142857142854,0.0,0.818732601932209,9.987070288148017,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 10:00:00
419,0.3062296,0.17622960000000001,3.3,1.99,0.08749417142857142,6.992000000000001,0.0,6.992000000000001,3.8140000000000267,0.0,0.0,3.6020000000000088,3.6020000000000088,3.6020000000000088,10.806000000000026,3.6020000000000088,10.806000000000028,0.0,1.0897142857142934,0.0,0.0,0.0,1.0897142857142934,20.0,20.0,-18.910285714285706,0.0,0.818732601932209,9.160067659933665,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 11:00:00
420,0.29484180000000004,0.1648418,3.3,2.23,0.08424051428571429,6.992000000000001,0.0,6.992000000000001,3.6700000000000035,0.0,0.0,3.554000000000001,3.554000000000001,3.554000000000001,10.662000000000003,3.5540000000000007,10.662000000000004,0.0,1.0485714285714296,0.0,0.0,0.0,1.0485714285714296,20.0,20.0,-18.951428571428572,0.0,0.818732601932209,8.333065031719313,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 12:00:00
421,0.2844822,0.15448220000000001,3.3,2.29,0.08128062857142858,6.992000000000001,0.0,6.992000000000001,3.634000000000027,0.0,0.0,3.542000000000009,3.542000000000009,3.542000000000009,10.626000000000028,3.542000000000009,10.626000000000028,0.0,1.038285714285722,0.0,0.0,0.0,1.038285714285722,20.0,20.0,-18.96171428571428,0.0,0.818732601932209,7.50606240350496,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 13:00:00
422,0.2905544,0.16055439999999999,3.3,2.25,0.08301554285714285,6.992000000000001,0.0,6.992000000000001,3.657999999999971,0.0,0.0,3.5499999999999905,3.5499999999999905,3.5499999999999905,10.649999999999972,3.5499999999999905,10.649999999999972,0.0,1.045142857142849,0.0,0.0,0.0,1.045142857142849,20.0,20.0,-18.95485714285715,0.0,0.818732601932209,6.679059775290607,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 14:00:00
423,0.29483210000000004,0.1648321,3.3,2.32,0.08423774285714286,6.992000000000001,0.0,6.992000000000001,3.6160000000000085,0.0,0.0,3.536000000000003,3.536000000000003,3.536000000000003,10.60800000000001,3.536000000000003,10.60800000000001,0.0,1.0331428571428596,0.0,0.0,0.0,1.0331428571428596,20.0,20.0,-18.96685714285714,0.0,0.818732601932209,5.852057147076255,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 15:00:00
424,0.3019131,0.17191309999999999,3.3,2.3,0.08626088571428571,6.992000000000001,0.0,6.992000000000001,7.822223391858219,0.0,0.0,3.539999999999994,3.9177083905582233,7.356515001300001,14.814223391858217,4.938074463952739,14.81422339185822,0.0,2.2349209691023484,0.0,0.0,0.0,2.2349209691023484,20.0,20.0,-17.765079030897653,0.0,0.818732601932209,5.025054518861902,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 16:00:00
425,0.3133009,0.18330090000000002,3.3,1.61,0.08950950634964586,6.992000000000001,0.0,6.992000000000001,0.0,0.0,0.0,3.677999999999992,3.314000000000009,0.0,6.992000000000001,2.330666666666667,6.992000000000001,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,-20.0,0.0,0.818732601932209,4.198051890647549,0.0,0.0,20.0,20.068541952791197,20.692575006500064,20.253705653097086,0.0,0.0,0.0,0.0,2023-01-18 17:00:00
426,0.3191985,0.1891985,3.3,1.04,0.09119957142857142,6.992000000000001,0.0,6.992000000000001,4.384000000000016,0.0,0.0,3.7920000000000056,3.7920000000000056,3.7920000000000056,11.376000000000017,3.7920000000000056,11.376000000000017,0.0,1.2525714285714333,0.0,0.0,0.0,1.2525714285714333,20.0,20.0,-18.747428571428568,0.0,0.818732601932209,3.3710492624331962,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 18:00:00
427,0.318083,0.188083,3.3,0.96,0.09088085714285714,6.992000000000001,0.0,6.992000000000001,4.4320000000000235,0.0,0.0,3.808000000000008,3.808000000000008,3.808000000000008,11.424000000000024,3.8080000000000083,11.424000000000024,0.0,1.266285714285721,0.0,0.0,0.0,1.266285714285721,20.0,20.0,-18.733714285714278,0.0,0.818732601932209,2.5440466342188435,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 19:00:00
428,0.3017676,0.1717676,3.3,0.75,0.08621931428571429,6.992000000000001,0.0,6.992000000000001,4.557999999999971,0.0,0.0,3.8499999999999903,3.8499999999999903,3.8499999999999903,11.54999999999997,3.8499999999999903,11.549999999999972,0.0,1.302285714285706,0.0,0.0,0.0,1.302285714285706,20.0,20.0,-18.697714285714294,0.0,0.818732601932209,1.7170440060044907,10.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 20:00:00
429,0.2861991,0.15619909999999998,3.3,0.59,0.08177117142857142,6.992000000000001,0.0,6.992000000000001,4.653999999999986,0.0,0.0,3.8819999999999957,3.8819999999999957,3.8819999999999957,11.645999999999987,3.8819999999999957,11.645999999999987,0.0,1.3297142857142816,0.0,0.0,0.0,1.3297142857142816,20.0,20.0,-18.67028571428572,0.0,0.818732601932209,10.79004137779014,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 21:00:00
430,0.2843561,0.1543561,3.3,0.82,0.0812446,6.992000000000001,0.0,6.992000000000001,4.516000000000009,0.0,0.0,3.836000000000003,3.836000000000003,3.836000000000003,11.50800000000001,3.8360000000000034,11.50800000000001,0.0,1.290285714285717,0.0,0.0,0.0,1.290285714285717,20.0,20.0,-18.709714285714284,0.0,0.818732601932209,9.963038749575787,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 22:00:00
431,0.2765476,0.1465476,3.3,0.32,0.0790136,6.992000000000001,0.0,6.992000000000001,4.816000000000027,0.0,0.0,3.9360000000000093,3.9360000000000093,3.9360000000000093,11.808000000000028,3.9360000000000093,11.808000000000028,0.0,1.3760000000000079,0.0,0.0,0.0,1.3760000000000079,20.0,20.0,-18.62399999999999,0.0,0.818732601932209,9.136036121361435,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-18 23:00:00
432,0.272784,0.142784,3.3,0.07,0.07793828571428572,6.992000000000001,0.0,6.992000000000001,4.965999999999978,0.0,0.0,3.9859999999999927,3.9859999999999927,3.9859999999999927,11.957999999999977,3.985999999999992,11.957999999999979,0.0,1.4188571428571366,0.0,0.0,0.0,1.4188571428571366,20.0,20.0,-18.581142857142865,0.0,0.818732601932209,8.309033493147084,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-19 00:00:00
433,0.2709507,0.1409507,3.3,0.04,0.0774144857142857,6.992000000000001,0.0,6.992000000000001,4.983999999999996,0.0,0.0,3.9919999999999987,3.9919999999999987,3.9919999999999987,11.975999999999996,3.9919999999999987,11.975999999999997,0.0,1.423999999999999,0.0,0.0,0.0,1.423999999999999,20.0,20.0,-18.576,0.0,0.818732601932209,7.482030864932732,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-19 01:00:00
434,0.2686421,0.1386421,3.3,-0.35,0.07675488571428571,6.992000000000001,0.0,6.992000000000001,5.217999999999989,0.0,0.0,4.069999999999997,4.069999999999997,4.069999999999997,12.20999999999999,4.069999999999997,12.20999999999999,0.0,1.4908571428571398,0.0,0.0,0.0,1.4908571428571398,20.0,20.0,-18.50914285714286,0.0,0.818732601932209,6.655028236718379,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-19 02:00:00
435,0.2659746,0.1359746,3.3,-0.61,0.07599274285714286,6.992000000000001,0.0,6.992000000000001,5.373999999999986,0.0,0.0,4.1219999999999954,4.1219999999999954,4.1219999999999954,12.365999999999985,4.1219999999999954,12.365999999999987,0.0,1.5354285714285676,0.0,0.0,0.0,1.5354285714285676,20.0,20.0,-18.464571428571432,0.0,0.818732601932209,5.828025608504026,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-19 03:00:00
436,0.2649464,0.13494640000000002,3.3,-0.97,0.07569897142857143,6.992000000000001,0.0,6.992000000000001,5.590000000000021,0.0,0.0,4.194000000000007,4.194000000000007,4.194000000000007,12.582000000000022,4.194000000000007,12.582000000000022,0.0,1.5971428571428632,0.0,0.0,0.0,1.5971428571428632,20.0,20.0,-18.402857142857137,0.0,0.818732601932209,5.001022980289673,0.0,0.0,20.0,20.0,20.0,20.0,0.0,0.0,0.0,0.0,2023-01-19 04:00:00
