,Total Cost,Heat Value,Electricity Value
PV,1839.157308079962,0.0004349750911476074,0.027920910625338382
TES,22.502909662240803,-0.00026094072123124723,-0.0014672103461747196
EL,92.93548092506049,-3.529297277668717e-05,-0.004451684598076697
FC,51.8234622105568,1.2989619518136153e-06,1.4320783051788301e-05
