,Total Cost,Heat Value,Electricity Value
PV,1303.3783655375146,0.000376441619212511,0.013386410367689096
BES,384.6178532914481,0.0002806666446809827,0.007650030909508065
TES,-0.17907633410844326,-2.7765074835380008e-06,-3.152987838011175e-06
EL,53.73400624646845,-1.2921603901155701e-05,-0.0006661446429655207
FC,50.39567184006738,-6.418091908703959e-07,-1.0537638005412659e-06
