,Total Cost,Heat Value,Electricity Value
PV,1854.2939751922727,0.0010357620525230486,0.02420385542628018
BES,410.0204230751212,0.00012446613829496478,0.005862461034259742
EL,62.91334789337027,-4.3117667538584516e-05,-0.001571456003587171
FC,50.616762671323755,-4.549487248502644e-08,-1.4037099489314087e-05
