,Total Cost,Heat Value,Electricity Value
BES,410.3457277875471,0.00011155525106926073,0.0069798992641682545
TES,-0.19452218042958216,1.0174071396292181e-05,0.0
EL,49.999999999999986,3.4694469519536138e-18,0.0
FC,50.30105160408614,-1.1564823173178711e-18,1.464457360744742e-05
