,Total Cost,Heat Value,Electricity Value
PV,1854.341060207732,0.0010002176424276272,0.024200356783194783
BES,409.90101673801064,0.00019565186421393924,0.00586932401996578
TES,-0.14743716497032436,-2.5370338699129184e-05,-3.4986430853978236e-06
EL,62.936261750488,-4.575756695778325e-05,-0.0015719207781034498
FC,50.61676267134998,-4.5752010226681364e-08,-1.4037099489289108e-05
