,Total Cost,Heat Value,Electricity Value
PV,3204.7283363223455,0.004173025474382663,0.05371467384697583
BES,492.66513066436755,-0.0011348862883832692,0.011011978513883386
TES,-0.04113973490796827,-7.610129055906957e-05,-4.732659206105328e-06
EL,131.34071375620357,-0.00016640805966216973,-0.00611814743429839
FC,51.31651643461472,4.679638049184231e-05,5.5866322648797284e-05
