,Total Cost,Heat Value,Electricity Value
PV,1348.3472844320863,0.00045878316262643217,0.019498726363859017
BES,256.05933792401436,-0.0005238577442469822,0.001909660495673685
TES,-0.015666171396151174,-0.00012233384670744726,1.875924124050688e-06
EL,15.84633728346477,1.9745239153032164e-05,-9.587790128840201e-05
FC,3587.5452093197177,0.03946056853997718,0.15134972066139551
