,Total Cost,Heat Value,Electricity Value
PV,746.3796054623507,0.00011715822444785113,0.002890093060267925
BES,386.8147213952694,0.0002282747652191194,0.008515457756683102
TES,-0.19430340208249008,9.864963730664654e-06,-3.038701535266567e-07
EL,50.08893403491723,1.303953118656868e-07,-6.737098237268591e-05
FC,50.30345115339444,-4.163336342344337e-18,1.2878005745619222e-05
