Iteration,Norm1PrimalResidualHeat,Norm1PrimalResidualElec,Cost,HeatValue,ElecValue,Norm2DualResidualHeat,Norm2PrimalResidualHeat,Norm2DualResidualElec,Norm2PrimalResidualElec,WeightedHeatValue,WeightedElecValue
0,35548.65647711442,33093.22184493293,-3709.345951263471,0.0,0.0,29.4159728946325,509.3674512627419,7.589720109719787,358.90375036628404,0.0,0.0
1,29559.26597802856,13520.001566038189,14885.667877010668,3554.8656477114555,1654.6610922466468,77.9066511838868,436.0293605112622,10.1925007776629,165.19836259168758,0.7346814390677143,0.1984423924473301
2,1234.0725969756672,2505.723974433333,7266.995441341778,604.6596039324922,2330.6611705482783,57.28466926697976,23.5549743574724,5.3107986369794,42.3847056224792,0.10704596361457475,0.27650123841003343
3,383.264494454863,1326.1445152493093,5777.806022603091,550.5978537675454,2430.5095179621435,16.25593346729589,6.014848838284634,4.619629401805368,24.336857091683218,0.0851018153858546,0.28981693995813457
4,338.99535145818896,833.3700910772716,5388.143334697602,551.6861698538174,2491.498490732803,8.424863502819262,5.370203347393079,3.9425008256907694,16.410028811857305,0.08558015207807995,0.2964989891538552
5,218.74779552366473,763.1933646876881,5297.228563079979,534.9310143933058,2514.2502479535674,3.0754683132976512,3.935314237462561,3.4284781239369546,15.560690590284665,0.08325713529644424,0.29777582705281674
6,175.2718314367153,665.8568762425838,5217.666176986572,522.2839106988538,2516.7016804971013,2.3005776149736428,3.3294403361495273,2.1621341228970277,13.891331246628559,0.08095380508566975,0.2965991207293991
7,127.55965339895359,459.5661659431043,5176.9708119145025,520.2950003656434,2514.9316275978695,1.7440872047037401,2.564915713837337,1.6001535417320674,9.967206517768163,0.08131457452344129,0.29519171659966087
8,108.02360051687991,330.7646460030125,5147.921592142861,516.2185948400021,2513.205772793616,1.1801784015512948,2.2760874949927237,1.0630949921107509,7.475073422475867,0.08089694865011429,0.294256275636369
9,59.999119895573074,283.33802830043567,5125.603663644931,510.7773889498652,2513.6432842512845,0.9326568158850413,1.5260835611580241,0.5599240865693085,6.253052041306802,0.07982593431634727,0.29393282488882483
10,45.50143232593172,265.184041435236,5114.456639575097,510.2736790136272,2516.1052741106237,0.8757344362063069,1.529824927777195,0.39327982496710484,5.699402470512098,0.07978332894770127,0.29406577354565144
11,39.560716475111164,228.04781814281856,5114.9868475175435,510.3807409656319,2519.570397624731,0.8322130889892654,1.4583172817538639,0.32674146042917906,5.0161614457014085,0.07972115578108183,0.2944006699570096
12,37.96819098031714,180.62184690697168,5121.7189190942645,510.4972856656507,2522.2826838647607,0.7843850000162613,1.4406787419542806,0.336666641510827,4.109268302230516,0.0796297111849628,0.2946817596459058
13,27.608720341389336,134.63234578273222,5128.73726650066,510.5641427928664,2523.3214374089275,0.7442188753461426,1.0376319815935482,0.33360022652756893,3.4239275827818663,0.07951958587767083,0.2947623848070069
14,31.527014995982256,111.26873448195371,5133.428136829914,510.27043892365646,2522.7752518556917,0.6941469819461806,1.2758457114657709,0.29946161365559815,3.100823108898533,0.07942188998458705,0.29464219350771526
15,30.101673880798256,104.9857824550497,5135.019315744918,509.8060023197552,2521.0341441754003,0.6481293621329186,1.289148427245677,0.2536793413889222,3.017598908356678,0.07926745131422426,0.29437160532155604
16,16.510438558113925,94.98183324132651,5133.905651123573,509.2853734829641,2518.6788253413297,0.6176401882612256,0.697604384927984,0.24705639343225289,2.7878235130882265,0.07910884894822506,0.29402514173138083
17,12.002597511790457,73.26354590639463,5130.08717966238,508.70997563459474,2516.2004698173146,0.600568409253839,0.4081769734048531,0.23773439030351914,2.370179508415982,0.07902011689465453,0.2936707242575506
18,13.45465521164817,53.98606917624085,5124.762363213602,508.19568851043005,2514.031395909,0.5894611904102961,0.6581780759236863,0.2315908303050085,2.036223933988955,0.07896574650793063,0.2933663007857169
19,10.471667759022242,48.723835763797815,5119.630026176312,507.8400840411991,2512.4361748417227,0.5785285588933989,0.4121140681507067,0.2239982962369729,1.786843467418368,0.07890874486820912,0.29315169184958895
20,9.214121649569295,43.86178674839137,5115.531477971426,507.6160768086898,2511.431783576183,0.5706475911253399,0.3282797906735257,0.20558916217586448,1.5752920319191013,0.07888270800974694,0.29302366516473216
21,12.054278516054564,39.77789453161411,5112.906955932474,507.49091782982396,2510.851788059946,0.5571267613783204,0.7184415884741537,0.18208281556181866,1.4803282021499171,0.0788665356223872,0.29295769447818715
22,7.129496484825285,32.914517311329355,5110.894387657988,507.4082204990586,2510.4655915400226,0.5500393998774612,0.23973153570550113,0.17870770448829076,1.1687008092394964,0.07882242075203053,0.2929177981518895
23,6.615121679256754,23.56180346433886,5108.977234563857,507.2680250638238,2510.1880132112055,0.5444465448304333,0.2196301778375613,0.16830624764651209,0.8120510711359101,0.07881559031674214,0.2928875828928706
24,7.752522909789855,19.863778441895512,5107.373460223996,507.17871112310206,2509.9524618276687,0.5407211102090302,0.28873306110515895,0.16196813064320556,0.7593973274129012,0.07882013152112338,0.292859929217635
25,9.347450580662876,20.98085613228064,5106.154251465116,507.11987036261803,2509.7077184949053,0.5351328024849755,0.38619018912322595,0.1474814753008286,0.8160723257202677,0.0788251611946077,0.29282888768653537
26,9.047125312140057,20.722764028490396,5104.888726607474,507.07569550635,2509.396005072656,0.5284366750590386,0.3172398312705393,0.13471943823371882,0.7979471466478715,0.0788179967418307,0.2927873189854357
27,7.1522953332457675,19.559275971807313,5103.68165731685,506.98919258083964,2509.0462499797923,0.5249783056447903,0.29159865918316497,0.13118028792548228,0.8062583467236207,0.0788243934044642,0.2927404711748659
28,8.502953266622919,18.23968261336627,5102.367213915369,506.89256634957684,2508.650972068095,0.5190614402265342,0.31972493932753177,0.13147588055693485,0.7849067738852412,0.07881571733796924,0.29268743654173823
29,8.140619580791503,17.23088773530604,5100.894281795188,506.76628480481446,2508.2378050908455,0.5151072510014497,0.3368495060906372,0.13551693443458154,0.7515499855742848,0.07880018951377003,0.29263335462783824
30,7.2592030210185525,16.880775931664576,5099.477036878858,506.63759400695307,2507.833158694699,0.5107623910101041,0.25066174464241275,0.13342221869246193,0.7595950267192181,0.07878611062860608,0.2925823015167094
31,9.035682045822046,16.43512947712194,5098.204064067974,506.556007719775,2507.427506282289,0.5062103167442487,0.35517362950638964,0.12827184441916376,0.7908858784943443,0.07877976665596785,0.2925339302659532
32,8.46368428261048,15.949055981436057,5097.014313965501,506.4840805810871,2507.005277069039,0.5025039012186738,0.2932115308356444,0.12559912450629507,0.8137845278288747,0.0787749349049704,0.2924853344710497
33,9.361586098421217,15.190951624780077,5095.9043232295535,506.3458549200195,2506.5665964732843,0.4968586241524574,0.3319415134974839,0.12430425103882434,0.8226288321363447,0.07875556742325339,0.2924350637444688
34,8.238760862359317,14.862945364949134,5094.739327016177,506.19697529346234,2506.098328237042,0.49369012855520034,0.27141596344993757,0.12085138792346588,0.8131973181515015,0.07873368094727622,0.292381024470729
35,8.033265194053133,14.057996094446965,5093.42162414352,506.0803852153935,2505.6091291739463,0.48961259062098345,0.2875654173178591,0.11700312568505947,0.7996835622352777,0.0787172993432477,0.29232334781758706
36,8.716652817468885,13.982102353110802,5092.198041639338,505.9503029039905,2505.132191952603,0.4858163479158099,0.3108334742238261,0.11724705247207379,0.8246406898687795,0.07870258344302142,0.29226613582260297
37,8.9276436939009,14.583358100129114,5090.962873344344,505.8367180930924,2504.6540247564053,0.4803390798117517,0.3733634753745387,0.11639739958182377,0.8536994059233397,0.07868705188272457,0.29220772406184964
38,8.498944690490607,14.13321877626313,5089.6330814073,505.7106918853681,2504.183454075634,0.47461988990888054,0.2781066375028034,0.11529795277863458,0.8514552820012448,0.0786552351434825,0.29214985732924675
39,7.796290219904182,12.629182206690448,5088.203512809894,505.5811499398184,2503.7416640248025,0.4706156629252062,0.2636749870539627,0.12202208875851203,0.8119560200054332,0.07863181731683362,0.29209540253866806
40,7.527032480600188,11.418636769982452,5086.81492215472,505.5024163474991,2503.337847246784,0.4661103755355873,0.2834316265124448,0.11494717086251968,0.7809552591431757,0.07861902433159419,0.292045831735077
41,8.13772226596832,10.909593885549276,5085.575468171527,505.4443032767554,2502.9757394054145,0.46097216690319676,0.3881915714458233,0.11208969915055424,0.7636496460787217,0.0786069000123966,0.29200180256953145
42,7.588387870258563,11.082650126040834,5084.349842462504,505.39295650788694,2502.6370975599616,0.4558789289308286,0.30041065683775914,0.11367812720032734,0.7706635629113495,0.07857712695476611,0.29196231991459864
43,7.860076942532232,10.972707738924377,5083.284232116366,505.3289488412927,2502.3219767002442,0.451289368411048,0.3129410436642141,0.11089969822919081,0.772248097666179,0.07855150321158551,0.2919279182164093
44,7.478774618959562,10.685130468946117,5082.242090594717,505.300298938408,2502.001748170304,0.44576027026823895,0.27627968394935365,0.11114356552769311,0.7553384435666186,0.07853672482621002,0.29189443830395995
