,Total Cost,Heat Value,Electricity Value
PV,1855.98591329481,0.0007412763509306728,0.02531280509517407
BES,434.0704919159723,0.0004157063023432809,0.0028731604557486927
TES,13.706993293420723,-0.000193252748829473,-0.0004153846804892679
EL,64.82415627406444,-1.4031367181349907e-05,-0.0018554541862921925
FC,50.66758901037587,1.7316066372938258e-07,-1.8958450472442162e-05
