Iteration,Norm1PrimalResidualHeat,Norm1PrimalResidualElec,Cost,HeatValue,ElecValue,Norm2DualResidualHeat,Norm2PrimalResidualHeat,Norm2DualResidualElec,Norm2PrimalResidualElec,WeightedHeatValue,WeightedElecValue
0,35570.76004171544,107065.22992415668,-13047.969271700862,0.0,0.0,29.413858724916697,509.4712077539123,3.9575369395995104,1161.5453186710583,0.0,0.0
1,31705.079779304942,69104.80155271976,1683.1741898668424,3557.076004171542,1070.6522992415635,83.49144364498876,463.11656625312116,3.1600487583070187,822.4478914155021,0.7328504802295646,0.12376104121410818
2,479.94252901574697,21630.419127555728,2001.174332068491,386.5680262410489,1761.7003147686298,62.756802490317625,6.7547546657747395,2.663530762181253,261.8661682517464,0.0673206440751795,0.2044403376326913
3,319.61842288632243,9443.676224704637,3519.5309265820724,424.43232297983064,1978.0022207958082,17.340387836599298,4.735190378079847,1.6956470803553962,131.01883448923746,0.07242800869570332,0.23013446823192152
4,226.30563175662542,7866.9376182364285,3144.996364287439,453.0513253503527,2071.9724930918806,11.176866511500691,3.367657657639141,1.3835395368119832,111.39770650054606,0.07550583026435913,0.24246353303182888
5,172.36271078547827,6262.06659115447,3358.005749632625,466.77912255751954,2150.5831089695853,5.423099062229438,2.9836323576847543,1.090745932351463,92.7061324458025,0.07684902954875221,0.2526815636039765
6,159.51948324795495,4932.817742989457,3693.4584535846534,474.1341700887413,2212.994424524784,1.6702622637125277,2.9712263407985158,0.7144458204354173,78.75724510011506,0.0771636051135969,0.2608587394483299
7,133.05593690181414,3629.815350481055,4115.999199118474,483.0507553042947,2261.3339908317744,1.082954271161729,2.5100436439867146,0.5598464109771945,62.243255491566025,0.07809119590420467,0.2672405754486673
8,103.61384004101632,2812.706987903982,4367.802869731756,490.1791077717015,2296.2545657445307,1.038912612425861,2.1156561322903364,0.4592779423312777,50.22458787928792,0.07904246034015043,0.27164661007083585
9,74.31164247347483,2238.4479971667474,4559.572124958362,493.21008974526774,2322.9564321242083,0.9779219178018996,1.790822674265397,0.37745804935983196,42.67902485329457,0.07921755553547091,0.27497426922909635
10,55.71007388519557,1926.1535020978995,4652.092721446939,495.3740322069667,2343.494414157746,0.9140119890094874,1.456398611497979,0.28008923181798373,38.3693938016859,0.07932140490353493,0.2775785933811647
11,38.71394252258731,1659.4295947237026,4726.044275850213,496.2059263796599,2360.9006398053816,0.879492434475359,1.2409695270847318,0.24141886431229514,34.03292858437201,0.07923090458933499,0.27977631515348195
12,36.0335657919089,1380.3578047690607,4793.764127941255,497.08481671630284,2375.6146094351925,0.8511630232477858,1.2847983252673145,0.24428213206398938,28.69615155029371,0.07925020868068872,0.28156618593115246
13,40.28828127190647,1114.948512832367,4859.28749212929,497.96357161275404,2387.7599236979,0.8126247235272116,1.4778128216964976,0.2156566355889813,23.155053230069672,0.07927488194237077,0.2829671707409275
14,31.403394096504435,907.2572982744456,4908.5243531614005,498.8063404044104,2397.5021231431465,0.781605163756532,1.1839979218970007,0.19643220751516371,18.88790744224377,0.079262068969521,0.28401778199806776
15,27.104917450618572,775.4990384925667,4939.821395325498,499.51079433968636,2405.4416589662,0.7479627580852881,1.08452075950813,0.1600976056296636,16.569377647790567,0.07924468677820376,0.28481965277019283
16,26.882038398214142,701.6705625673417,4963.214354127427,500.066148533788,2412.2074225157276,0.7197703334463386,1.1724367566034595,0.1352561368138739,15.352766363982441,0.07921720725533558,0.28545468224880144
17,23.929261627307838,669.8239260548035,4977.846031215392,500.67717167684117,2418.0925146199406,0.6935251685220855,0.9731723589709504,0.12601034592880161,14.783754960630379,0.07917637498561696,0.28596154587641914
18,20.823840840887275,641.950930191312,4986.807259851874,501.2412521408372,2423.4280159647665,0.6705705885929428,0.915959765206432,0.10227478248387435,14.242426283453247,0.07914360694823022,0.2863859091487136
19,18.965187559471346,611.6834907212096,4989.812235856753,501.7191305381997,2428.4067058654987,0.6531644381548631,0.8160234747344803,0.10717198039962997,13.798328164692668,0.07911045275855597,0.28676658059131455
20,18.159113700504342,576.5124841114505,4993.040123600614,502.12037570272673,2433.219436512881,0.6292831395453713,0.7614539182970718,0.10170029240350613,13.145694985651058,0.07907081850338975,0.2871315727503032
21,11.423036162505188,526.5564390715666,5000.043104499408,502.495931892584,2437.8411094557587,0.62209924043003,0.4273544823349825,0.1100125682915804,12.117869666306271,0.07903624496222689,0.28748657022476276
22,11.838113140783044,488.9854826399737,5007.534228225276,502.79608967086034,2442.132811414431,0.6122668786084282,0.6859869508925699,0.10537374863269793,11.427138386761401,0.0790326666352405,0.2878174688985634
23,13.789774814163122,460.70766074519906,5013.7705090489635,502.99066665742595,2446.0797339137494,0.5976556090728355,0.6803260239881441,0.10207010114553108,10.90655566349482,0.07900719979402294,0.2881197240346752
24,9.813045214095055,435.59716473722926,5020.590753713398,503.07269792882136,2449.733246122662,0.5872305472135133,0.4092953985997452,0.08310096398251166,10.50865409858269,0.07897407675986885,0.28839407956706026
25,9.5409978353237,407.04907477300395,5027.402640816597,503.10792265194584,2453.073205451225,0.5777922988225954,0.4323759115330129,0.08892124432708526,10.015618795455637,0.07895605449085778,0.28864018738265784
26,8.805035040698318,378.98049168377446,5033.829541478829,503.1433805277135,2456.101084030204,0.5711145709046113,0.3033425353721202,0.08768942698503726,9.459095822299883,0.0789421823535479,0.28885753826708
27,7.185976226554608,356.3068086964225,5038.91941425517,503.1330577311011,2458.841536308604,0.5665171817667636,0.2636675741617367,0.07998188973206535,8.998898115699843,0.07893868444203941,0.28904796657717596
28,8.060019046052131,330.5298769022089,5043.920449510331,503.1405045117427,2461.3416800734576,0.5589192379363528,0.28571320530832656,0.07966219817961818,8.335812291333692,0.0789335327331506,0.2892188758129096
29,9.972980813326325,312.69641718409065,5048.017221381456,503.1477793117395,2463.5972698620526,0.5526050776978403,0.4557226322697965,0.07661337927253103,7.854185423588041,0.0789314589509722,0.28937086070865276
30,8.416119300788793,294.10895051291243,5051.710102037413,503.1516800970172,2465.644341181783,0.5462600481154625,0.3291757903982044,0.07793646156181093,7.453928647209434,0.07891689548869922,0.2895059202385516
31,10.268898115365246,271.84003799851337,5054.2489719959785,503.14460896327955,2467.5012769710747,0.5376594682198303,0.4150068012937164,0.07960218100766797,6.959955093274433,0.07890751448677288,0.28962600406064454
32,8.217244106900292,252.50467119202742,5055.10319755795,503.1128880211476,2469.2078969101344,0.5319455326365863,0.30378200278781253,0.07567805800544758,6.6025754329834,0.07888741223134492,0.2897359576672313
33,6.674100909060963,236.81063032777422,5055.2302843312955,503.0785779674932,2470.829566655165,0.5285383233934683,0.24741351303817696,0.0736524904312647,6.349648872696346,0.07888964596917449,0.2898421937607135
