Iteration,Norm1PrimalResidualHeat,Norm1PrimalResidualElec,Cost,HeatValue,ElecValue,Norm2DualResidualHeat,Norm2PrimalResidualHeat,Norm2DualResidualElec,Norm2PrimalResidualElec,WeightedHeatValue,WeightedElecValue
0,35527.72419321418,33105.13521163734,-3709.319186669197,0.0,0.0,14.710850796134356,509.2679406446688,7.581620582977439,359.0187385708487,0.0,0.0
1,24522.03514534862,13682.377347860049,11116.548144505181,1776.3862096607102,1655.2567605818626,33.36170802122105,377.2512681405886,8.218512191493819,168.71866254941256,0.36814164844519215,0.19851581653357717
2,1494.5553509439546,2455.384702496288,5031.473190199353,570.8030934325429,2339.3756279748295,28.09631375176332,25.416442701205906,6.428738870293502,41.833633480060286,0.09827454466623148,0.27810841143588383
3,1170.342505305087,910.2458328289642,5207.703420605174,585.6835202929245,2461.5085578662715,3.3457008035207645,17.12653814747566,4.499947520809938,18.528549578493443,0.0946874433984526,0.29362537830214447
4,589.169373532739,748.867547856538,5147.711038780318,546.0018895274853,2502.5761374887575,1.6692465385237443,9.700219235955823,3.6329033414828835,15.185783167526,0.08634082896128788,0.2977215254902151
5,376.96028195660773,790.2809633610119,5183.020073845322,533.5513081158203,2518.524040652,1.2954564949458647,6.8140347114310496,1.9893203508792174,16.414241590531812,0.08379593414769453,0.29826537636907924
6,366.0122921100034,701.0470068891615,5198.05173844609,527.3929958116543,2515.823242013092,0.9402727909626011,6.050790830418731,0.9977195197604533,14.843989895926837,0.08284204097514246,0.29645822228896834
7,227.77606530133815,526.9555083170904,5168.118444510595,515.9050615220295,2508.642846336724,0.7496181011737644,4.366358833552074,0.7304053272316167,10.848310114867363,0.08066778038743846,0.29439075362166633
8,138.61918722939058,364.30136694914086,5131.4801727954855,508.9468109355624,2503.67494649402,0.6508128635412506,4.014952163492494,0.6410909519748315,7.937154196853721,0.07937519900573205,0.2930105704118167
9,74.66408878395204,313.39160278166895,5108.962086248075,507.2272407869827,2502.450399641234,0.5898051193128478,1.9543803151098047,0.5219541178761523,6.721625781965615,0.07895019023010548,0.29245999885381485
10,59.105400563741895,286.90989905863313,5098.092068765538,506.78308659465677,2504.0026204362707,0.5571812594383705,1.6802076929676848,0.40569194411009557,6.184376134914683,0.07886239604134403,0.29247223516037585
11,50.16368383215505,233.24851782585208,5096.834384027571,506.66161790023654,2506.7256420903614,0.5405558107258397,1.6785561985439659,0.36796403585762494,5.214576704618064,0.07882451010624693,0.29271191964420906
12,37.89479816631604,174.75087737151605,5099.5177347665385,506.50787510845265,2509.108799250519,0.5248942875497625,0.9655781631945767,0.3587170090627746,4.123505454630906,0.07876945355719238,0.2929455992514225
13,34.95647003062792,128.24006875583748,5102.189315201738,506.39815011594965,2510.5066613806716,0.5157405271676726,0.9832723765026091,0.3237112883122337,3.210838822181673,0.07877116152572552,0.29305916586669556
14,34.427238727308186,96.04823130527315,5104.156557990567,506.3464621416545,2510.9010735126317,0.506130922009822,0.9814520865454829,0.29595032171002633,2.45434143509109,0.07878457341456824,0.2930553914065552
15,31.713979798069936,84.72598402512874,5104.015600801346,506.3035555162934,2510.4320185421725,0.4978262091633718,0.8957892484410938,0.26697013611842035,2.174037462735802,0.07879914544143585,0.29295276244908625
16,29.928663283653037,70.07115779733525,5102.427661730483,506.19056167606436,2509.5552022232837,0.48863886795068545,0.8111276913344688,0.257376269065327,1.8569798294799527,0.0787997542825013,0.29281015113294645
17,30.13051597705017,53.41416117974438,5100.001715076708,506.024979618782,2508.5253511096034,0.4810052789358842,0.8223782632395689,0.2503109344105585,1.5412363824477782,0.07879221561151317,0.2926676390334481
18,31.19306698566149,46.487870994563124,5097.061153135784,505.8005872239497,2507.5010387729194,0.472261190586873,0.896959159276208,0.2403080297917879,1.5079078111849644,0.07875991237696284,0.2925404964054655
19,26.903839014082884,45.696590244717534,5094.042896428516,505.54572544366476,2506.601968957348,0.466194803682832,0.7580193849756868,0.22441046142378507,1.469154285723431,0.0787176869858021,0.292436804803795
