Timestep,SolFlat,SolN,SolS,SolE,SolW,T_ext_C
5250,0.238,0.243,0.201,0.08,0.475,28.6
5251,0.122,0.173,0.06,0.06,0.328,26.9
5252,0.038,0.036,0.036,0.036,0.036,24.8
5253,0.008,0.008,0.008,0.008,0.008,23.3
5254,0,0,0,0,0,21.7
5255,0,0,0,0,0,20.2
5256,0,0,0,0,0,18.6
5257,0,0,0,0,0,17.6
5258,0,0,0,0,0,16.5
5259,0,0,0,0,0,15.9
5260,0,0,0,0,0,15.2
5261,0,0,0,0,0,14.8
5262,0,0,0,0,0,14.9
5263,0.06,0.065,0.049,0.127,0.022,16.3
5264,0.204,0.177,0.202,0.354,0.05,17.2
5265,0.38,0.286,0.418,0.573,0.132,17.9
5266,0.541,0.369,0.624,0.706,0.287,19.9
5267,0.641,0.415,0.759,0.732,0.442,22.1
5268,0.708,0.448,0.847,0.705,0.59,23.3
5269,0.709,0.454,0.846,0.611,0.689,23.5
5270,0.626,0.421,0.731,0.463,0.689,22.7
5271,0.504,0.357,0.575,0.306,0.626,21.5
5272,0.433,0.329,0.473,0.192,0.61,20.9
5273,0.347,0.296,0.35,0.106,0.56,21.7
5274,0.226,0.229,0.193,0.086,0.437,21.8
5275,0.118,0.166,0.059,0.059,0.318,21.4
5276,0.035,0.033,0.033,0.033,0.033,20.4
5277,0.007,0.007,0.007,0.007,0.007,19
5278,0,0,0,0,0,17.4
5279,0,0,0,0,0,16
5280,0,0,0,0,0,14.6
5281,0,0,0,0,0,13.5
5282,0,0,0,0,0,12.3
5283,0,0,0,0,0,11.6
5284,0,0,0,0,0,10.9
5285,0,0,0,0,0,10.4
5286,0,0,0,0,0,10.6
5287,0.039,0.04,0.033,0.069,0.02,12.5
5288,0.069,0.062,0.068,0.104,0.032,14.7
5289,0.067,0.058,0.067,0.078,0.048,17.1
5290,0.091,0.077,0.095,0.101,0.071,19.3
5291,0.132,0.106,0.14,0.137,0.109,21.2
5292,0.171,0.136,0.184,0.167,0.153,23
5293,0.204,0.163,0.219,0.185,0.197,24.5
5294,0.229,0.185,0.243,0.193,0.235,25.4
5295,0.241,0.204,0.241,0.195,0.25,26
5296,0.266,0.221,0.273,0.172,0.322,26.1
5297,0.215,0.189,0.21,0.117,0.29,25.8
5298,0.159,0.155,0.14,0.097,0.239,24.7
5299,0.101,0.131,0.06,0.06,0.234,23
5300,0.034,0.032,0.032,0.032,0.032,21.1
5301,0.006,0.006,0.006,0.006,0.006,19.5
5302,0,0,0,0,0,17.7
5303,0,0,0,0,0,15.9
5304,0,0,0,0,0,14.1
5305,0,0,0,0,0,13.2
5306,0,0,0,0,0,12
5307,0,0,0,0,0,11.3
5308,0,0,0,0,0,10.6
5309,0,0,0,0,0,10.1
5310,0,0,0,0,0,10
5311,0.017,0.017,0.015,0.023,0.013,11.7
5312,0.067,0.06,0.066,0.102,0.03,13.9
5313,0.109,0.089,0.116,0.145,0.06,16
5314,0.124,0.102,0.129,0.137,0.094,18.2
5315,0.168,0.139,0.178,0.174,0.142,20.2
5316,0.28,0.216,0.304,0.272,0.248,21.7
5317,0.357,0.272,0.389,0.319,0.342,23
5318,0.379,0.294,0.409,0.31,0.393,23.9
5319,0.409,0.319,0.437,0.293,0.463,24.2
5320,0.394,0.314,0.417,0.221,0.511,24.2
5321,0.322,0.277,0.321,0.14,0.477,23.6
5322,0.218,0.213,0.189,0.114,0.363,22.4
5323,0.107,0.14,0.063,0.063,0.254,20.9
5324,0.03,0.029,0.029,0.029,0.029,19
5325,0.005,0.005,0.005,0.005,0.005,17.4
5326,0,0,0,0,0,15.8
5327,0,0,0,0,0,14.2
5328,0,0,0,0,0,12.7
5329,0,0,0,0,0,12.3
5330,0,0,0,0,0,11.9
5331,0,0,0,0,0,11.6
5332,0,0,0,0,0,11.4
5333,0,0,0,0,0,11.1
5334,0,0,0,0,0,11.3
5335,0.051,0.055,0.042,0.111,0.019,12.9
5336,0.181,0.157,0.182,0.311,0.052,14.8
5337,0.329,0.254,0.36,0.476,0.138,17.6
5338,0.429,0.308,0.49,0.544,0.254,19.9
5339,0.497,0.34,0.582,0.56,0.362,22
5340,0.507,0.354,0.581,0.499,0.436,24
5341,0.399,0.307,0.434,0.358,0.383,25.8
5342,0.315,0.265,0.318,0.273,0.31,26.8
5343,0.285,0.248,0.274,0.243,0.28,27.5
5344,0.281,0.241,0.278,0.209,0.311,27.8
5345,0.253,0.223,0.242,0.164,0.31,27.7
5346,0.191,0.183,0.168,0.12,0.28,26.8
5347,0.118,0.161,0.065,0.065,0.307,25.3
5348,0.035,0.033,0.033,0.033,0.033,23.4
5349,0.007,0.007,0.007,0.007,0.007,22.8
5350,0,0,0,0,0,22.3
5351,0,0,0,0,0,21.7
5352,0,0,0,0,0,21.1
5353,0,0,0,0,0,21
5354,0,0,0,0,0,20.8
5355,0,0,0,0,0,20.8
5356,0,0,0,0,0,20.7
5357,0,0,0,0,0,20.7
5358,0,0,0,0,0,20.8
5359,0.062,0.067,0.052,0.136,0.023,21.6
5360,0.209,0.18,0.211,0.36,0.061,22.8
5361,0.377,0.284,0.415,0.553,0.145,24.2
5362,0.559,0.378,0.651,0.73,0.299,25.4
5363,0.703,0.446,0.837,0.799,0.483,26.4
5364,0.765,0.471,0.921,0.758,0.634,27.5
5365,0.75,0.461,0.904,0.638,0.726,28.5
5366,0.703,0.441,0.843,0.499,0.786,29.1
5367,0.646,0.432,0.755,0.363,0.823,29.3
5368,0.535,0.389,0.597,0.206,0.781,29.2
5369,0.403,0.332,0.411,0.1,0.68,28.3
5370,0.254,0.254,0.218,0.097,0.505,28.4
5371,0.117,0.16,0.066,0.066,0.308,27.7
5372,0.041,0.039,0.039,0.039,0.039,26.8
5373,0.007,0.007,0.007,0.007,0.007,25.5
5374,0,0,0,0,0,24.2
5375,0,0,0,0,0,23
5376,0,0,0,0,0,21.7
5377,0,0,0,0,0,20.4
5378,0,0,0,0,0,19
5379,0,0,0,0,0,18.2
5380,0,0,0,0,0,17.4
5381,0,0,0,0,0,16.9
5382,0,0,0,0,0,16.9
5383,0.012,0.012,0.011,0.016,0.009,18.5
5384,0.1,0.088,0.1,0.152,0.047,20.8
5385,0.308,0.233,0.341,0.452,0.121,22.9
5386,0.49,0.331,0.575,0.642,0.263,25
5387,0.547,0.349,0.657,0.627,0.38,27.2
5388,0.519,0.33,0.63,0.521,0.439,29
5389,0.506,0.333,0.605,0.442,0.496,30.3
5390,0.487,0.335,0.571,0.369,0.537,31.3
5391,0.463,0.339,0.517,0.302,0.554,31.8
5392,0.423,0.328,0.455,0.218,0.565,31.9
5393,0.31,0.263,0.312,0.127,0.472,31.5
5394,0.191,0.189,0.167,0.093,0.345,30.4
5395,0.083,0.11,0.052,0.052,0.204,28.8
5396,0.019,0.018,0.018,0.018,0.018,27.1
5397,0.001,0.001,0.001,0.001,0.001,25.6
5398,0,0,0,0,0,24.1
5399,0,0,0,0,0,22.7
5400,0,0,0,0,0,21.2
5401,0,0,0,0,0,20.5
5402,0,0,0,0,0,19.7
5403,0,0,0,0,0,19.3
5404,0,0,0,0,0,18.9
5405,0,0,0,0,0,18.6
5406,0,0,0,0,0,18.8
5407,0.016,0.015,0.014,0.018,0.013,20.7
5408,0.06,0.053,0.059,0.082,0.035,21.6
5409,0.165,0.129,0.178,0.226,0.081,22.8
5410,0.304,0.216,0.353,0.39,0.179,24
5411,0.389,0.263,0.461,0.44,0.283,24.3
5412,0.506,0.333,0.605,0.505,0.433,25.2
5413,0.59,0.385,0.705,0.513,0.577,25.8
5414,0.559,0.379,0.657,0.42,0.617,26.9
5415,0.487,0.354,0.545,0.316,0.583,29
5416,0.366,0.285,0.394,0.193,0.486,29.8
5417,0.272,0.231,0.275,0.112,0.415,30.3
5418,0.185,0.183,0.16,0.08,0.354,30.2
5419,0.093,0.135,0.05,0.05,0.278,29.3
5420,0.026,0.025,0.025,0.025,0.025,28
5421,0.005,0.005,0.005,0.005,0.005,26.4
5422,0,0,0,0,0,24.8
5423,0,0,0,0,0,23.1
5424,0,0,0,0,0,21.6
5425,0,0,0,0,0,20.2
5426,0,0,0,0,0,18.6
5427,0,0,0,0,0,17.9
5428,0,0,0,0,0,17.1
5429,0,0,0,0,0,16.5
5430,0,0,0,0,0,16.5
5431,0.022,0.02,0.02,0.018,0.02,17.3
5432,0.056,0.051,0.053,0.058,0.047,18.6
5433,0.102,0.091,0.099,0.107,0.083,20.3
5434,0.17,0.144,0.169,0.176,0.138,22
5435,0.241,0.19,0.26,0.252,0.197,23.9
5436,0.271,0.208,0.296,0.263,0.241,25.5
5437,0.395,0.263,0.474,0.348,0.39,26.7
5438,0.461,0.304,0.55,0.34,0.513,27.4
5439,0.351,0.255,0.395,0.227,0.422,27.4
5440,0.202,0.167,0.21,0.131,0.246,27.1
5441,0.108,0.097,0.1,0.091,0.107,26.5
5442,0.093,0.087,0.084,0.07,0.117,25.5
5443,0.074,0.099,0.046,0.046,0.19,24.3
5444,0.029,0.028,0.028,0.028,0.028,23.1
5445,0.004,0.004,0.004,0.004,0.004,21.6
5446,0,0,0,0,0,20.1
5447,0,0,0,0,0,18.4
5448,0,0,0,0,0,16.9
5449,0,0,0,0,0,15.8
5450,0,0,0,0,0,14.6
5451,0,0,0,0,0,14
5452,0,0,0,0,0,13.3
5453,0,0,0,0,0,12.8
5454,0,0,0,0,0,12.9
5455,0.021,0.021,0.019,0.034,0.014,14.7
5456,0.089,0.078,0.09,0.136,0.042,17.2
5457,0.204,0.16,0.219,0.276,0.104,19.8
5458,0.385,0.267,0.449,0.494,0.222,22.4
5459,0.539,0.343,0.653,0.618,0.378,24.8
5460,0.58,0.36,0.709,0.58,0.489,26.9
5461,0.63,0.39,0.77,0.542,0.618,28.6
5462,0.569,0.362,0.689,0.41,0.64,29.7
5463,0.515,0.342,0.611,0.29,0.663,30.4
5464,0.488,0.346,0.555,0.174,0.727,30.5
5465,0.333,0.271,0.346,0.088,0.57,30
5466,0.202,0.198,0.176,0.085,0.398,28.7
5467,0.098,0.136,0.057,0.057,0.277,26.9
5468,0.026,0.025,0.025,0.025,0.025,24.9
5469,0.004,0.004,0.004,0.004,0.004,23.7
5470,0,0,0,0,0,22.4
5471,0,0,0,0,0,21.1
5472,0,0,0,0,0,19.8
5473,0,0,0,0,0,19.2
5474,0,0,0,0,0,18.5
5475,0,0,0,0,0,18.2
5476,0,0,0,0,0,17.8
5477,0,0,0,0,0,17.6
5478,0,0,0,0,0,17.7
5479,0.05,0.053,0.043,0.113,0.019,19.9
5480,0.192,0.16,0.202,0.357,0.042,21.6
5481,0.374,0.266,0.426,0.575,0.116,24.1
5482,0.512,0.333,0.609,0.676,0.266,24.9
5483,0.586,0.362,0.713,0.672,0.403,25.2
5484,0.595,0.366,0.729,0.594,0.501,25.9
5485,0.523,0.343,0.628,0.457,0.514,27.7
5486,0.447,0.319,0.51,0.348,0.481,29.1
5487,0.428,0.316,0.478,0.286,0.509,30.2
5488,0.391,0.302,0.423,0.204,0.52,30.3
5489,0.292,0.247,0.291,0.143,0.42,30
5490,0.205,0.2,0.181,0.104,0.372,29.2
5491,0.104,0.155,0.055,0.055,0.337,28.1
5492,0.029,0.028,0.028,0.028,0.028,26.7
5493,0.004,0.004,0.004,0.004,0.004,25
5494,0,0,0,0,0,23.4
5495,0,0,0,0,0,21.7
5496,0,0,0,0,0,20.1
5497,0,0,0,0,0,18.6
5498,0,0,0,0,0,17.1
5499,0,0,0,0,0,16.3
5500,0,0,0,0,0,15.4
5501,0,0,0,0,0,14.8
5502,0,0,0,0,0,14.7
5503,0.067,0.072,0.056,0.171,0.018,16.3
5504,0.244,0.196,0.255,0.462,0.041,18.4
5505,0.432,0.299,0.494,0.673,0.12,20.5
5506,0.597,0.378,0.711,0.789,0.3,22.8
5507,0.705,0.43,0.856,0.805,0.481,24.9
5508,0.765,0.455,0.942,0.76,0.636,26.7
5509,0.793,0.472,0.971,0.672,0.772,28
5510,0.717,0.452,0.866,0.515,0.802,29
5511,0.523,0.381,0.586,0.343,0.624,29.3
5512,0.323,0.267,0.327,0.219,0.374,29.4
5513,0.169,0.15,0.162,0.123,0.196,29.1
5514,0.079,0.073,0.072,0.067,0.084,28
5515,0.059,0.077,0.04,0.04,0.146,26.5
5516,0.032,0.03,0.03,0.03,0.03,24.7
5517,0.004,0.004,0.004,0.004,0.004,23
5518,0,0,0,0,0,21.5
5519,0,0,0,0,0,19.9
5520,0,0,0,0,0,18.3
5521,0,0,0,0,0,17.4
5522,0,0,0,0,0,16.4
5523,0,0,0,0,0,15.9
5524,0,0,0,0,0,15.3
5525,0,0,0,0,0,14.9
5526,0,0,0,0,0,14.9
5527,0,0,0,0,0,16.4
5528,0.042,0.038,0.042,0.056,0.027,18.3
5529,0.136,0.105,0.148,0.186,0.068,20.5
5530,0.24,0.175,0.271,0.293,0.154,22.7
5531,0.375,0.25,0.45,0.425,0.274,24.6
5532,0.564,0.345,0.696,0.564,0.477,26.4
5533,0.656,0.393,0.81,0.56,0.643,27.7
5534,0.64,0.399,0.779,0.458,0.721,28.6
5535,0.556,0.371,0.653,0.321,0.703,29.3
5536,0.434,0.323,0.476,0.204,0.596,29.4
5537,0.284,0.24,0.284,0.145,0.406,29.2
5538,0.13,0.122,0.117,0.091,0.183,28.4
5539,0.044,0.048,0.035,0.035,0.073,26.8
5540,0.012,0.011,0.011,0.011,0.011,25.2
5541,0.001,0.001,0.001,0.001,0.001,24.3
5542,0,0,0,0,0,23.5
5543,0,0,0,0,0,22.8
5544,0,0,0,0,0,22
5545,0,0,0,0,0,21.7
5546,0,0,0,0,0,21.5
5547,0,0,0,0,0,21.4
5548,0,0,0,0,0,21.2
5549,0,0,0,0,0,21.1
5550,0,0,0,0,0,21.1
5551,0.025,0.025,0.022,0.045,0.014,23.3
5552,0.071,0.063,0.07,0.095,0.045,26.2
5553,0.146,0.12,0.153,0.182,0.091,29.3
5554,0.287,0.2,0.338,0.368,0.17,32.3
5555,0.446,0.28,0.548,0.514,0.314,34.9
5556,0.548,0.329,0.681,0.548,0.462,35.3
5557,0.585,0.352,0.726,0.501,0.576,35.6
5558,0.573,0.355,0.703,0.409,0.648,35.9
5559,0.49,0.326,0.579,0.282,0.623,35.9
5560,0.379,0.285,0.416,0.185,0.516,35.5
5561,0.289,0.242,0.296,0.131,0.44,34.7
5562,0.187,0.182,0.166,0.088,0.366,33.6
5563,0.076,0.113,0.045,0.045,0.252,32.2
5564,0.026,0.025,0.025,0.025,0.025,30.6
5565,0.003,0.003,0.003,0.003,0.003,29
5566,0,0,0,0,0,27.2
5567,0,0,0,0,0,25.5
5568,0,0,0,0,0,23.9
5569,0,0,0,0,0,22.3
5570,0,0,0,0,0,20.7
5571,0,0,0,0,0,19.8
5572,0,0,0,0,0,19
5573,0,0,0,0,0,18.4
5574,0,0,0,0,0,18.3
5575,0.056,0.057,0.048,0.138,0.017,19.9
5576,0.216,0.171,0.231,0.412,0.041,22
5577,0.407,0.277,0.472,0.636,0.113,24.1
5578,0.578,0.362,0.696,0.766,0.292,26.2
5579,0.688,0.412,0.843,0.786,0.469,28.3
5580,0.75,0.439,0.928,0.743,0.624,28.6
5581,0.73,0.427,0.908,0.619,0.716,28.8
5582,0.638,0.399,0.776,0.459,0.717,29
5583,0.529,0.373,0.602,0.334,0.641,28.8
5584,0.408,0.317,0.434,0.229,0.522,28.4
5585,0.318,0.263,0.32,0.151,0.469,27.5
5586,0.227,0.219,0.201,0.109,0.44,26.6
5587,0.102,0.151,0.059,0.059,0.348,25.3
5588,0.033,0.031,0.031,0.031,0.031,24.1
5589,0.003,0.003,0.003,0.003,0.003,22.3
5590,0,0,0,0,0,20.7
5591,0,0,0,0,0,18.9
5592,0,0,0,0,0,17.2
5593,0,0,0,0,0,16.1
5594,0,0,0,0,0,15.1
5595,0,0,0,0,0,14.5
5596,0,0,0,0,0,13.9
5597,0,0,0,0,0,13.4
5598,0,0,0,0,0,13.4
5599,0.039,0.04,0.035,0.094,0.015,14.7
5600,0.132,0.11,0.137,0.216,0.054,16.6
5601,0.225,0.173,0.247,0.308,0.112,19
5602,0.337,0.234,0.398,0.431,0.201,21.2
5603,0.397,0.275,0.46,0.435,0.3,23.3
5604,0.491,0.335,0.574,0.483,0.426,25.2
5605,0.571,0.369,0.691,0.497,0.562,26.6
5606,0.552,0.36,0.664,0.408,0.615,27.7
5607,0.533,0.352,0.631,0.306,0.677,28
5608,0.46,0.32,0.528,0.166,0.682,28.1
5609,0.346,0.273,0.368,0.095,0.608,27.5
5610,0.221,0.215,0.195,0.079,0.498,26.4
5611,0.091,0.13,0.055,0.055,0.297,24.7
5612,0.025,0.024,0.024,0.024,0.024,23
5613,0.002,0.002,0.002,0.002,0.002,22
5614,0,0,0,0,0,21
5615,0,0,0,0,0,19.9
5616,0,0,0,0,0,18.9
5617,0,0,0,0,0,18.3
5618,0,0,0,0,0,17.7
5619,0,0,0,0,0,17.3
5620,0,0,0,0,0,17.1
5621,0,0,0,0,0,16.9
5622,0,0,0,0,0,16.9
5623,0.053,0.054,0.047,0.128,0.019,18
5624,0.216,0.169,0.234,0.416,0.041,19.7
5625,0.418,0.279,0.489,0.656,0.112,21.6
5626,0.581,0.354,0.707,0.775,0.286,23.4
5627,0.703,0.406,0.873,0.808,0.471,25.2
5628,0.775,0.436,0.97,0.766,0.64,26.6
5629,0.791,0.445,0.991,0.663,0.773,27.9
5630,0.756,0.436,0.938,0.516,0.857,28.7
5631,0.671,0.408,0.815,0.343,0.88,29.2
5632,0.544,0.359,0.638,0.156,0.841,29.2
5633,0.392,0.299,0.424,0.075,0.732,28.7
5634,0.231,0.225,0.205,0.072,0.555,27.8
5635,0.087,0.13,0.052,0.052,0.311,26.5
5636,0.024,0.023,0.023,0.023,0.023,25
5637,0.002,0.002,0.002,0.002,0.002,24.6
5638,0,0,0,0,0,24
5639,0,0,0,0,0,23.4
5640,0,0,0,0,0,22.9
5641,0,0,0,0,0,22.4
5642,0,0,0,0,0,22.1
5643,0,0,0,0,0,22.3
5644,0,0,0,0,0,22.1
5645,0,0,0,0,0,22.2
5646,0,0,0,0,0,22.2
5647,0.052,0.054,0.046,0.141,0.014,22.7
5648,0.205,0.16,0.223,0.395,0.041,23.4
5649,0.377,0.253,0.443,0.59,0.106,24.5
5650,0.539,0.329,0.659,0.72,0.269,24.8
5651,0.667,0.387,0.829,0.766,0.451,25.6
5652,0.74,0.418,0.928,0.732,0.614,26
5653,0.753,0.425,0.944,0.632,0.737,26.5
5654,0.709,0.412,0.88,0.487,0.805,26.9
5655,0.621,0.38,0.758,0.321,0.817,27.5
5656,0.5,0.336,0.585,0.157,0.764,27.9
5657,0.362,0.279,0.392,0.085,0.665,28.3
5658,0.207,0.2,0.184,0.07,0.489,26.8
5659,0.077,0.106,0.051,0.051,0.235,27.3
5660,0.021,0.02,0.02,0.02,0.02,26.7
5661,0.002,0.002,0.002,0.002,0.002,26.4
5662,0,0,0,0,0,26
5663,0,0,0,0,0,25.6
5664,0,0,0,0,0,25.3
5665,0,0,0,0,0,25
5666,0,0,0,0,0,24.7
5667,0,0,0,0,0,24.6
5668,0,0,0,0,0,24.5
5669,0,0,0,0,0,24.3
5670,0,0,0,0,0,24.5
5671,0.037,0.038,0.034,0.091,0.015,26
5672,0.162,0.127,0.175,0.3,0.043,28.3
5673,0.31,0.215,0.36,0.47,0.106,29.9
5674,0.455,0.289,0.555,0.602,0.243,31.6
5675,0.598,0.353,0.746,0.688,0.411,33.8
5676,0.674,0.388,0.847,0.67,0.565,35.3
5677,0.704,0.409,0.882,0.598,0.694,36.7
5678,0.682,0.407,0.846,0.478,0.774,37
5679,0.586,0.37,0.711,0.318,0.762,36.8
5680,0.479,0.326,0.56,0.162,0.724,35.9
5681,0.36,0.277,0.392,0.089,0.661,35.1
5682,0.212,0.204,0.189,0.072,0.507,34
5683,0.079,0.108,0.052,0.052,0.249,32.6
5684,0.021,0.02,0.02,0.02,0.02,31.5
5685,0.002,0.002,0.002,0.002,0.002,30.5
5686,0,0,0,0,0,29.4
5687,0,0,0,0,0,28.6
5688,0,0,0,0,0,27.5
5689,0,0,0,0,0,26.6
5690,0,0,0,0,0,25.4
5691,0,0,0,0,0,24.1
5692,0,0,0,0,0,24.2
5693,0,0,0,0,0,24.1
5694,0,0,0,0,0,24
5695,0.049,0.049,0.044,0.126,0.016,24.2
5696,0.2,0.153,0.221,0.391,0.039,24.3
5697,0.383,0.25,0.455,0.606,0.099,25.4
5698,0.543,0.326,0.668,0.725,0.269,26.6
5699,0.66,0.378,0.826,0.758,0.446,27.7
5700,0.733,0.408,0.925,0.724,0.609,28.1
5701,0.754,0.418,0.954,0.631,0.74,28.6
5702,0.713,0.404,0.893,0.485,0.813,28.8
5703,0.625,0.376,0.767,0.318,0.825,28.7
5704,0.514,0.334,0.61,0.143,0.801,28.7
5705,0.367,0.276,0.403,0.076,0.695,28.7
5706,0.207,0.198,0.185,0.071,0.499,28.6
5707,0.079,0.095,0.056,0.056,0.198,28
5708,0.022,0.021,0.021,0.021,0.021,27.4
5709,0.001,0.001,0.001,0.001,0.001,26.7
5710,0,0,0,0,0,26
5711,0,0,0,0,0,25.4
5712,0,0,0,0,0,24.7
5713,0,0,0,0,0,24.3
5714,0,0,0,0,0,24
5715,0,0,0,0,0,24.1
5716,0,0,0,0,0,23.5
5717,0,0,0,0,0,23.1
5718,0,0,0,0,0,24
5719,0.046,0.047,0.042,0.128,0.013,24
5720,0.186,0.141,0.207,0.365,0.037,24.6
5721,0.359,0.235,0.429,0.568,0.096,23.1
5722,0.509,0.307,0.63,0.681,0.255,25
5723,0.629,0.358,0.794,0.726,0.426,25.9
5724,0.718,0.399,0.909,0.711,0.598,26.2
5725,0.741,0.411,0.938,0.62,0.728,26.6
5726,0.714,0.404,0.896,0.486,0.815,26.8
5727,0.613,0.364,0.758,0.307,0.814,26.8
5728,0.47,0.309,0.559,0.138,0.73,27.1
5729,0.329,0.25,0.362,0.082,0.612,26.9
5730,0.185,0.177,0.168,0.07,0.439,26.7
5731,0.075,0.085,0.055,0.055,0.166,26.1
5732,0.02,0.019,0.019,0.019,0.019,26
5733,0.001,0.001,0.001,0.001,0.001,25.8
5734,0,0,0,0,0,25.5
5735,0,0,0,0,0,25.3
5736,0,0,0,0,0,25
5737,0,0,0,0,0,23.9
5738,0,0,0,0,0,24.3
5739,0,0,0,0,0,23.1
5740,0,0,0,0,0,24
5741,0,0,0,0,0,22.2
5742,0,0,0,0,0,23.7
5743,0.034,0.033,0.031,0.087,0.012,24.5
5744,0.16,0.121,0.179,0.312,0.035,25
5745,0.346,0.226,0.415,0.547,0.094,25.2
5746,0.512,0.304,0.636,0.686,0.253,25.9
5747,0.63,0.358,0.793,0.724,0.428,26.4
5748,0.699,0.388,0.887,0.692,0.583,26.9
5749,0.711,0.395,0.902,0.597,0.701,27.2
5750,0.658,0.372,0.832,0.448,0.755,27.4
5751,0.539,0.332,0.664,0.286,0.71,27.5
5752,0.407,0.285,0.47,0.162,0.594,27.7
5753,0.293,0.233,0.31,0.123,0.479,27.7
5754,0.156,0.146,0.142,0.088,0.295,27.4
5755,0.035,0.085,0.017,0.017,0.284,27.1
5756,0.014,0.013,0.013,0.013,0.013,26.8
5757,0.001,0.001,0.001,0.001,0.001,26.2
5758,0,0,0,0,0,25.5
5759,0,0,0,0,0,24.9
5760,0,0,0,0,0,24.3
5761,0,0,0,0,0,23.9
5762,0,0,0,0,0,23.3
5763,0,0,0,0,0,22.9
5764,0,0,0,0,0,22.7
5765,0,0,0,0,0,22.4
5766,0,0,0,0,0,22.4
5767,0,0,0,0,0,23.7
5768,0.048,0.042,0.049,0.063,0.033,25.8
5769,0.122,0.1,0.129,0.149,0.08,27.5
5770,0.222,0.17,0.243,0.254,0.159,29.4
5771,0.3,0.226,0.332,0.314,0.243,30.6
5772,0.391,0.28,0.443,0.379,0.344,31.5
5773,0.486,0.3,0.604,0.421,0.483,31.8
5774,0.499,0.308,0.616,0.36,0.564,32.2
5775,0.393,0.275,0.454,0.251,0.478,32.2
5776,0.291,0.225,0.313,0.167,0.371,31.5
5777,0.218,0.181,0.223,0.122,0.314,30.5
5778,0.142,0.133,0.13,0.085,0.259,29.6
5779,0.036,0.084,0.018,0.018,0.288,28.3
5780,0.015,0.014,0.014,0.014,0.014,27.7
5781,0,0,0,0,0,26.5
5782,0,0,0,0,0,25.2
5783,0,0,0,0,0,24
5784,0,0,0,0,0,22.7
5785,0,0,0,0,0,21.5
5786,0,0,0,0,0,20.3
5787,0,0,0,0,0,19.7
5788,0,0,0,0,0,19
5789,0,0,0,0,0,18.6
5790,0,0,0,0,0,18.6
5791,0.029,0.028,0.027,0.058,0.017,19.9
5792,0.156,0.118,0.174,0.294,0.043,21.5
5793,0.356,0.227,0.431,0.565,0.093,22
5794,0.509,0.296,0.638,0.685,0.25,21.2
5795,0.581,0.327,0.739,0.67,0.396,21.2
5796,0.593,0.343,0.753,0.591,0.505,23.1
5797,0.534,0.33,0.66,0.461,0.529,24.7
5798,0.512,0.319,0.631,0.372,0.578,26.8
5799,0.505,0.316,0.615,0.277,0.655,27.7
5800,0.44,0.291,0.52,0.143,0.668,28.3
5801,0.324,0.241,0.357,0.089,0.599,27.9
5802,0.18,0.17,0.166,0.079,0.419,26.8
5803,0.047,0.091,0.027,0.027,0.297,25.9
5804,0.018,0.017,0.017,0.017,0.017,24.9
5805,0,0,0,0,0,23.7
5806,0,0,0,0,0,22.6
5807,0,0,0,0,0,21.4
5808,0,0,0,0,0,20.2
5809,0,0,0,0,0,19.2
5810,0,0,0,0,0,18.3
5811,0,0,0,0,0,17.8
5812,0,0,0,0,0,17.3
5813,0,0,0,0,0,17.1
5814,0,0,0,0,0,17.1
5815,0,0,0,0,0,18.1
5816,0.052,0.042,0.056,0.084,0.025,19.6
5817,0.182,0.124,0.218,0.279,0.063,21.6
5818,0.351,0.21,0.442,0.471,0.181,23.7
5819,0.478,0.271,0.611,0.553,0.329,24.5
5820,0.542,0.299,0.699,0.54,0.458,25.7
5821,0.572,0.321,0.733,0.484,0.57,25.8
5822,0.535,0.316,0.67,0.376,0.609,25.1
5823,0.384,0.243,0.471,0.214,0.5,24
5824,0.264,0.186,0.302,0.112,0.376,23.1
5825,0.173,0.138,0.185,0.079,0.281,21.8
5826,0.11,0.104,0.103,0.061,0.227,21.4
5827,0.032,0.057,0.024,0.024,0.171,20.8
5828,0.009,0.009,0.009,0.009,0.009,20.1
5829,0,0,0,0,0,19.1
5830,0,0,0,0,0,18.1
5831,0,0,0,0,0,17.1
5832,0,0,0,0,0,16
5833,0,0,0,0,0,14.8
5834,0,0,0,0,0,13.8
5835,0,0,0,0,0,13.3
5836,0,0,0,0,0,12.7
5837,0,0,0,0,0,12.5
5838,0,0,0,0,0,12.5
5839,0,0,0,0,0,12.9
5840,0.094,0.072,0.106,0.175,0.03,15
5841,0.233,0.155,0.279,0.357,0.078,17.2
5842,0.394,0.236,0.496,0.527,0.205,18.5
5843,0.526,0.295,0.674,0.608,0.361,21.3
5844,0.561,0.314,0.722,0.559,0.476,23
5845,0.507,0.307,0.634,0.437,0.505,22.6
5846,0.435,0.292,0.516,0.33,0.477,21.1
5847,0.363,0.253,0.421,0.232,0.442,20
5848,0.272,0.202,0.306,0.137,0.371,18.9
5849,0.205,0.165,0.213,0.108,0.309,18.1
5850,0.129,0.119,0.119,0.074,0.255,17.3
5851,0.035,0.062,0.026,0.026,0.195,16.6
5852,0.012,0.011,0.011,0.011,0.011,15.9
5853,0,0,0,0,0,15
5854,0,0,0,0,0,14.1
5855,0,0,0,0,0,13.3
5856,0,0,0,0,0,12.4
5857,0,0,0,0,0,11.2
5858,0,0,0,0,0,9.9
5859,0,0,0,0,0,9.2
5860,0,0,0,0,0,8.6
