Timestep,Electricity_priceEUR,TemperatureC,Electricity_priceCHF,ElecPriceCHF_cropped,Time,Temperature_Basel_degC
2023-01-01T00:00+0100,0.03,11.57,0.0291,0.0291,0,6.1
2023-01-01T01:00+0100,-7.25,13.47,-7.0325,0,1,5.7
2023-01-01T02:00+0100,-3.99,12.39,-3.8703,0,2,5.3
2023-01-01T03:00+0100,-7.71,11.69,-7.4787,0,3,5.2
2023-01-01T04:00+0100,-9.71,11.55,-9.4187,0,4,5
2023-01-01T05:00+0100,-15.15,13.62,-14.6955,0,5,4.8
2023-01-01T06:00+0100,-14.33,14.7,-13.9001,0,6,4.6
2023-01-01T07:00+0100,-0.66,14.14,-0.6402,0,7,4.5
2023-01-01T08:00+0100,0.02,11.43,0.0194,0.0194,8,4.6
2023-01-01T09:00+0100,-1.23,12.41,-1.1931,0,9,6.1
2023-01-01T10:00+0100,-6.11,13.22,-5.9267,0,10,7.2
2023-01-01T11:00+0100,0.28,13.14,0.2716,0.2716,11,8.1
2023-01-01T12:00+0100,2.96,13.32,2.8712,2.8712,12,8.6
2023-01-01T13:00+0100,-0.79,14.81,-0.7663,0,13,8.8
2023-01-01T14:00+0100,3.06,14.91,2.9682,2.9682,14,8.7
2023-01-01T15:00+0100,9.53,13.76,9.2441,9.2441,15,8.1
2023-01-01T16:00+0100,19.95,13.07,19.3515,19.3515,16,7.3
2023-01-01T17:00+0100,30.46,11.92,29.5462,29.5462,17,7.2
2023-01-01T18:00+0100,34.39,11.19,33.3583,33.3583,18,7.1
2023-01-01T19:00+0100,35.15,10.75,34.0955,34.0955,19,7
2023-01-01T20:00+0100,29.57,10.48,28.6829,28.6829,20,6.8
2023-01-01T21:00+0100,24.92,10,24.1724,24.1724,21,6.7
2023-01-01T22:00+0100,20.72,9.54,20.0984,20.0984,22,6.5
2023-01-01T23:00+0100,13.46,9.19,13.0562,13.0562,23,6.4
2023-01-02T00:00+0100,40.37,8.98,39.1589,39.1589,24,6.3
2023-01-02T01:00+0100,29.23,8.67,28.3531,28.3531,25,6.4
2023-01-02T02:00+0100,22.28,8.32,21.6116,21.6116,26,6.4
2023-01-02T03:00+0100,14.17,8.24,13.7449,13.7449,27,6.4
2023-01-02T04:00+0100,24.94,8.11,24.1918,24.1918,28,6.4
2023-01-02T05:00+0100,48.84,8.03,47.3748,47.3748,29,6.5
2023-01-02T06:00+0100,74.52,8.15,72.2844,72.2844,30,6.5
2023-01-02T07:00+0100,112.32,8.02,108.9504,108.9504,31,6.5
2023-01-02T08:00+0100,123.03,7.65,119.3391,119.3391,32,6.7
2023-01-02T09:00+0100,125.92,8.16,122.1424,122.1424,33,7.7
2023-01-02T10:00+0100,127.31,8.93,123.4907,123.4907,34,8.5
2023-01-02T11:00+0100,125.47,9.98,121.7059,121.7059,35,9
2023-01-02T12:00+0100,129.43,12.4,125.5471,125.5471,36,9.5
2023-01-02T13:00+0100,120.34,13.32,116.7298,116.7298,37,9.7
2023-01-02T14:00+0100,132.27,13.96,128.3019,128.3019,38,9.7
2023-01-02T15:00+0100,136.2,13.62,132.114,132.114,39,9.3
2023-01-02T16:00+0100,145.91,13.25,141.5327,141.5327,40,8.9
2023-01-02T17:00+0100,153.85,13.37,149.2345,149.2345,41,8.7
2023-01-02T18:00+0100,161.43,12.81,156.5871,156.5871,42,8.5
2023-01-02T19:00+0100,154.75,12.45,150.1075,150.1075,43,8.3
2023-01-02T20:00+0100,148.62,11.85,144.1614,144.1614,44,8.1
2023-01-02T21:00+0100,134.97,11.08,130.9209,130.9209,45,8
2023-01-02T22:00+0100,121.01,10.69,117.3797,117.3797,46,7.8
2023-01-02T23:00+0100,112.1,9.89,108.737,108.737,47,7.6
2023-01-03T00:00+0100,119.17,9.41,115.5949,115.5949,48,7.3
2023-01-03T01:00+0100,113.38,9.46,109.9786,109.9786,49,7.1
2023-01-03T02:00+0100,108.94,8.86,105.6718,105.6718,50,6.7
2023-01-03T03:00+0100,101.05,8.75,98.0185,98.0185,51,6.6
2023-01-03T04:00+0100,105.86,8.62,102.6842,102.6842,52,6.4
2023-01-03T05:00+0100,119.07,8.46,115.4979,115.4979,53,6.3
2023-01-03T06:00+0100,156.05,8.46,151.3685,151.3685,54,6.2
2023-01-03T07:00+0100,183.96,8.45,178.4412,178.4412,55,6.1
2023-01-03T08:00+0100,185.2,8.53,179.644,179.644,56,6.2
2023-01-03T09:00+0100,186.56,8.5,180.9632,180.9632,57,6.9
2023-01-03T10:00+0100,184.08,8.63,178.5576,178.5576,58,7.5
2023-01-03T11:00+0100,179.02,8.77,173.6494,173.6494,59,8
2023-01-03T12:00+0100,171.42,8.89,166.2774,166.2774,60,8.4
2023-01-03T13:00+0100,167.95,8.89,162.9115,162.9115,61,8.7
2023-01-03T14:00+0100,170.04,8.82,164.9388,164.9388,62,8.8
2023-01-03T15:00+0100,171.8,9.16,166.646,166.646,63,8.5
2023-01-03T16:00+0100,172.47,8.97,167.2959,167.2959,64,8
2023-01-03T17:00+0100,186.24,8.9,180.6528,180.6528,65,7.7
2023-01-03T18:00+0100,180.86,8.75,175.4342,175.4342,66,7.5
2023-01-03T19:00+0100,171.49,8.56,166.3453,166.3453,67,7.2
2023-01-03T20:00+0100,158.72,8.29,153.9584,153.9584,68,7
2023-01-03T21:00+0100,147.74,8.09,143.3078,143.3078,69,6.7
2023-01-03T22:00+0100,141.58,7.91,137.3326,137.3326,70,6.5
2023-01-03T23:00+0100,113.49,7.51,110.0853,110.0853,71,6.2
2023-01-04T00:00+0100,121.55,6.81,117.9035,117.9035,72,6.1
2023-01-04T01:00+0100,104.19,6.84,101.0643,101.0643,73,5.9
2023-01-04T02:00+0100,88.65,6.76,85.9905,85.9905,74,5.6
2023-01-04T03:00+0100,84.82,6.86,82.2754,82.2754,75,5.2
2023-01-04T04:00+0100,83.95,7.11,81.4315,81.4315,76,5.3
2023-01-04T05:00+0100,111.52,6.76,108.1744,108.1744,77,5.4
2023-01-04T06:00+0100,128.92,6.22,125.0524,125.0524,78,5.3
2023-01-04T07:00+0100,147.38,6.59,142.9586,142.9586,79,5.3
2023-01-04T08:00+0100,154.3,6.87,149.671,149.671,80,5.3
2023-01-04T09:00+0100,158.76,7.64,153.9972,153.9972,81,5.9
2023-01-04T10:00+0100,153.82,8.2,149.2054,149.2054,82,6.3
2023-01-04T11:00+0100,151.4,8.51,146.858,146.858,83,6.6
2023-01-04T12:00+0100,155.46,9,150.7962,150.7962,84,6.8
2023-01-04T13:00+0100,153.47,9.26,148.8659,148.8659,85,7.1
2023-01-04T14:00+0100,156.53,9.54,151.8341,151.8341,86,7.2
2023-01-04T15:00+0100,152.6,9.63,148.022,148.022,87,7
2023-01-04T16:00+0100,154.18,9.79,149.5546,149.5546,88,6.6
2023-01-04T17:00+0100,152.6,10.11,148.022,148.022,89,6.4
2023-01-04T18:00+0100,157.59,10.47,152.8623,152.8623,90,6.2
2023-01-04T19:00+0100,155,10.43,150.35,150.35,91,5.8
2023-01-04T20:00+0100,149.07,10.52,144.5979,144.5979,92,5.5
2023-01-04T21:00+0100,148.57,10.92,144.1129,144.1129,93,5.3
2023-01-04T22:00+0100,144.52,11.13,140.1844,140.1844,94,5
2023-01-04T23:00+0100,124.96,10.8,121.2112,121.2112,95,4.7
2023-01-05T00:00+0100,110.55,10.34,107.2335,107.2335,96,4.4
2023-01-05T01:00+0100,111.24,10.41,107.9028,107.9028,97,4
2023-01-05T02:00+0100,110.04,10.66,106.7388,106.7388,98,3.6
2023-01-05T03:00+0100,109.41,10.72,106.1277,106.1277,99,3.5
2023-01-05T04:00+0100,108.78,10.47,105.5166,105.5166,100,3.4
2023-01-05T05:00+0100,112.11,10.38,108.7467,108.7467,101,3.2
2023-01-05T06:00+0100,121.98,10.42,118.3206,118.3206,102,3
2023-01-05T07:00+0100,129.95,10.54,126.0515,126.0515,103,2.9
2023-01-05T08:00+0100,142.56,10.59,138.2832,138.2832,104,3.1
2023-01-05T09:00+0100,146.72,11,142.3184,142.3184,105,4.8
2023-01-05T10:00+0100,143.07,11.26,138.7779,138.7779,106,6.3
2023-01-05T11:00+0100,145.88,11.63,141.5036,141.5036,107,7.8
2023-01-05T12:00+0100,146.54,12.12,142.1438,142.1438,108,8.8
2023-01-05T13:00+0100,146.57,12.16,142.1729,142.1729,109,9.2
2023-01-05T14:00+0100,154.18,12.21,149.5546,149.5546,110,9
2023-01-05T15:00+0100,156.39,12.03,151.6983,151.6983,111,8.2
2023-01-05T16:00+0100,159.96,12.03,155.1612,155.1612,112,7.2
2023-01-05T17:00+0100,177.53,11.92,172.2041,172.2041,113,6.9
2023-01-05T18:00+0100,180.1,11.76,174.697,174.697,114,6.6
2023-01-05T19:00+0100,174.24,11.32,169.0128,169.0128,115,6.4
2023-01-05T20:00+0100,166.48,10.63,161.4856,161.4856,116,6.2
2023-01-05T21:00+0100,153.62,10.03,149.0114,149.0114,117,5.9
2023-01-05T22:00+0100,143.3,9.21,139.001,139.001,118,5.7
2023-01-05T23:00+0100,125.23,8.96,121.4731,121.4731,119,5.4
2023-01-06T00:00+0100,110.86,8.51,107.5342,107.5342,120,5.2
2023-01-06T01:00+0100,105.48,7.87,102.3156,102.3156,121,4.9
2023-01-06T02:00+0100,103.74,7.39,100.6278,100.6278,122,4.6
2023-01-06T03:00+0100,102.78,6.96,99.6966,99.6966,123,4.1
2023-01-06T04:00+0100,102.25,6.29,99.1825,99.1825,124,4.4
2023-01-06T05:00+0100,106.81,6.23,103.6057,103.6057,125,4.4
2023-01-06T06:00+0100,115.53,6.6,112.0641,112.0641,126,4.3
2023-01-06T07:00+0100,141.33,7.13,137.0901,137.0901,127,4.2
2023-01-06T08:00+0100,141.17,7.36,136.9349,136.9349,128,4.2
2023-01-06T09:00+0100,141.65,7.44,137.4005,137.4005,129,4.6
2023-01-06T10:00+0100,140.49,8.09,136.2753,136.2753,130,5
2023-01-06T11:00+0100,142.56,8.42,138.2832,138.2832,131,5.3
2023-01-06T12:00+0100,135.31,8.67,131.2507,131.2507,132,5.5
2023-01-06T13:00+0100,119.88,9.1,116.2836,116.2836,133,5.6
2023-01-06T14:00+0100,126.22,9.32,122.4334,122.4334,134,5.6
2023-01-06T15:00+0100,137.55,9.43,133.4235,133.4235,135,5.5
2023-01-06T16:00+0100,147.99,9.44,143.5503,143.5503,136,5.2
2023-01-06T17:00+0100,154.93,9.24,150.2821,150.2821,137,5
2023-01-06T18:00+0100,163.22,9.06,158.3234,158.3234,138,4.9
2023-01-06T19:00+0100,159.89,8.88,155.0933,155.0933,139,4.7
2023-01-06T20:00+0100,150.62,8.82,146.1014,146.1014,140,4.5
2023-01-06T21:00+0100,140.75,8.77,136.5275,136.5275,141,4.4
2023-01-06T22:00+0100,139.19,8.6,135.0143,135.0143,142,4
2023-01-06T23:00+0100,126.7,8.49,122.899,122.899,143,3.9
2023-01-07T00:00+0100,142.68,8.52,138.3996,138.3996,144,3.5
2023-01-07T01:00+0100,126.98,8.33,123.1706,123.1706,145,3.8
2023-01-07T02:00+0100,121.05,8.27,117.4185,117.4185,146,3.7
2023-01-07T03:00+0100,119.9,7.97,116.303,116.303,147,3.5
2023-01-07T04:00+0100,114.69,7.76,111.2493,111.2493,148,3.5
2023-01-07T05:00+0100,128.23,7.46,124.3831,124.3831,149,3.5
2023-01-07T06:00+0100,132.99,7.29,129.0003,129.0003,150,3.5
2023-01-07T07:00+0100,150.11,7.14,145.6067,145.6067,151,3.5
2023-01-07T08:00+0100,152.26,7.07,147.6922,147.6922,152,3.5
2023-01-07T09:00+0100,140.89,7.22,136.6633,136.6633,153,4.4
2023-01-07T10:00+0100,151.29,7.46,146.7513,146.7513,154,5
2023-01-07T11:00+0100,151.09,7.8,146.5573,146.5573,155,5.4
2023-01-07T12:00+0100,157.01,8.4,152.2997,152.2997,156,5.6
2023-01-07T13:00+0100,155.08,8.87,150.4276,150.4276,157,5.8
2023-01-07T14:00+0100,159.93,8.94,155.1321,155.1321,158,5.8
2023-01-07T15:00+0100,155.08,8.47,150.4276,150.4276,159,5.6
2023-01-07T16:00+0100,160,7.92,155.2,155.2,160,5.2
2023-01-07T17:00+0100,163.18,7.48,158.2846,158.2846,161,5.1
2023-01-07T18:00+0100,164.42,7.19,159.4874,159.4874,162,4.9
2023-01-07T19:00+0100,164.23,6.97,159.3031,159.3031,163,4.8
2023-01-07T20:00+0100,159.13,6.87,154.3561,154.3561,164,4.6
2023-01-07T21:00+0100,154.29,7.26,149.6613,149.6613,165,4.4
2023-01-07T22:00+0100,156.36,7.22,151.6692,151.6692,166,4.4
2023-01-07T23:00+0100,151.06,6.52,146.5282,146.5282,167,4.2
2023-01-08T00:00+0100,141.59,6.14,137.3423,137.3423,168,4.1
2023-01-08T01:00+0100,127.4,5.79,123.578,123.578,169,3.9
2023-01-08T02:00+0100,113.94,5.67,110.5218,110.5218,170,3.9
2023-01-08T03:00+0100,114.05,5.6,110.6285,110.6285,171,3.9
2023-01-08T04:00+0100,110,5.79,106.7,106.7,172,3.8
2023-01-08T05:00+0100,113.74,5.96,110.3278,110.3278,173,3.8
2023-01-08T06:00+0100,118.62,6.53,115.0614,115.0614,174,3.8
2023-01-08T07:00+0100,125.45,7.74,121.6865,121.6865,175,3.8
2023-01-08T08:00+0100,125.49,7.23,121.7253,121.7253,176,4
2023-01-08T09:00+0100,143.95,6.96,139.6315,139.6315,177,4.3
2023-01-08T10:00+0100,142.5,7.17,138.225,138.225,178,4.5
2023-01-08T11:00+0100,141.96,7.72,137.7012,137.7012,179,4.8
2023-01-08T12:00+0100,141.14,7.84,136.9058,136.9058,180,5
2023-01-08T13:00+0100,127.44,7.51,123.6168,123.6168,181,6.6
2023-01-08T14:00+0100,126.62,7.82,122.8214,122.8214,182,7.5
2023-01-08T15:00+0100,133.98,7.85,129.9606,129.9606,183,7.7
2023-01-08T16:00+0100,146.08,7.99,141.6976,141.6976,184,7.2
2023-01-08T17:00+0100,158.2,7.88,153.454,153.454,185,6.7
2023-01-08T18:00+0100,156,7.74,151.32,151.32,186,6.3
2023-01-08T19:00+0100,155.2,7.68,150.544,150.544,187,5.9
2023-01-08T20:00+0100,141.33,7.67,137.0901,137.0901,188,5.4
2023-01-08T21:00+0100,143.66,7.67,139.3502,139.3502,189,5.1
2023-01-08T22:00+0100,131.8,7.53,127.846,127.846,190,4.6
2023-01-08T23:00+0100,113.3,7.87,109.901,109.901,191,4.2
2023-01-09T00:00+0100,96.03,7.93,93.1491,93.1491,192,3.2
2023-01-09T01:00+0100,77.52,7.87,75.1944,75.1944,193,2
2023-01-09T02:00+0100,55.08,8.07,53.4276,53.4276,194,0.8
2023-01-09T03:00+0100,45.51,7.66,44.1447,44.1447,195,0.2
2023-01-09T04:00+0100,57.28,6.6,55.5616,55.5616,196,-0.4
2023-01-09T05:00+0100,118.47,5.99,114.9159,114.9159,197,-1.1
2023-01-09T06:00+0100,136.67,5.68,132.5699,132.5699,198,-1.4
2023-01-09T07:00+0100,162.31,5.73,157.4407,157.4407,199,-1.9
2023-01-09T08:00+0100,175.08,5.54,169.8276,169.8276,200,-1.8
2023-01-09T09:00+0100,172.54,5.7,167.3638,167.3638,201,0.1
2023-01-09T10:00+0100,166.07,6.22,161.0879,161.0879,202,1.8
2023-01-09T11:00+0100,172.17,7.36,167.0049,167.0049,203,3.2
2023-01-09T12:00+0100,163.42,7.36,158.5174,158.5174,204,4.2
2023-01-09T13:00+0100,162.35,6.37,157.4795,157.4795,205,4.6
2023-01-09T14:00+0100,162.5,5.96,157.625,157.625,206,4.7
2023-01-09T15:00+0100,177.52,5.92,172.1944,172.1944,207,4.1
2023-01-09T16:00+0100,179.82,5.58,174.4254,174.4254,208,2.7
2023-01-09T17:00+0100,182.09,4.54,176.6273,176.6273,209,2
2023-01-09T18:00+0100,182.72,4.71,177.2384,177.2384,210,1.2
2023-01-09T19:00+0100,179.93,4.76,174.5321,174.5321,211,0.5
2023-01-09T20:00+0100,167.34,4.42,162.3198,162.3198,212,-0.3
2023-01-09T21:00+0100,145.94,4.61,141.5618,141.5618,213,-1.1
2023-01-09T22:00+0100,144.32,4.69,139.9904,139.9904,214,-1.9
2023-01-09T23:00+0100,139.58,4.12,135.3926,135.3926,215,-2.7
2023-01-10T00:00+0100,143.22,3.75,138.9234,138.9234,216,-3
2023-01-10T01:00+0100,134.37,4.12,130.3389,130.3389,217,-3.4
2023-01-10T02:00+0100,128,4.53,124.16,124.16,218,-3.9
2023-01-10T03:00+0100,126.3,4.56,122.511,122.511,219,-4
2023-01-10T04:00+0100,126.69,4.36,122.8893,122.8893,220,-4.2
2023-01-10T05:00+0100,139.66,4.21,135.4702,135.4702,221,-4.4
2023-01-10T06:00+0100,147.27,4.31,142.8519,142.8519,222,-4.5
2023-01-10T07:00+0100,180.15,4.21,174.7455,174.7455,223,-4.6
2023-01-10T08:00+0100,185.33,4.33,179.7701,179.7701,224,-4.3
2023-01-10T09:00+0100,185.3,4.41,179.741,179.741,225,-1.2
2023-01-10T10:00+0100,178.61,5.03,173.2517,173.2517,226,1.5
2023-01-10T11:00+0100,168.76,5.55,163.6972,163.6972,227,3.7
2023-01-10T12:00+0100,168.71,6.27,163.6487,163.6487,228,5.3
2023-01-10T13:00+0100,168,6.39,162.96,162.96,229,6.3
2023-01-10T14:00+0100,174.02,6.81,168.7994,168.7994,230,6.4
2023-01-10T15:00+0100,164.34,6.78,159.4098,159.4098,231,5.6
2023-01-10T16:00+0100,164.92,6.41,159.9724,159.9724,232,3.7
2023-01-10T17:00+0100,179.91,6.16,174.5127,174.5127,233,3.1
2023-01-10T18:00+0100,182.6,6.04,177.122,177.122,234,2.5
2023-01-10T19:00+0100,181.98,5.8,176.5206,176.5206,235,1.7
2023-01-10T20:00+0100,184.71,5.76,179.1687,179.1687,236,1.1
2023-01-10T21:00+0100,172.44,6.4,167.2668,167.2668,237,0.5
2023-01-10T22:00+0100,160.97,6.17,156.1409,156.1409,238,-0.2
2023-01-10T23:00+0100,154.09,5.81,149.4673,149.4673,239,-0.8
2023-01-11T00:00+0100,152.29,5.74,147.7213,147.7213,240,-1.5
2023-01-11T01:00+0100,139.36,6.14,135.1792,135.1792,241,-2.3
2023-01-11T02:00+0100,135.09,6.15,131.0373,131.0373,242,-3.1
2023-01-11T03:00+0100,131.38,6.1,127.4386,127.4386,243,-3.6
2023-01-11T04:00+0100,137.09,6.04,132.9773,132.9773,244,-4
2023-01-11T05:00+0100,154.93,5.88,150.2821,150.2821,245,-4.5
2023-01-11T06:00+0100,184.16,5.31,178.6352,178.6352,246,-4.8
2023-01-11T07:00+0100,190.28,5.37,184.5716,184.5716,247,-5.1
2023-01-11T08:00+0100,180.1,5.59,174.697,174.697,248,-4.9
2023-01-11T09:00+0100,180.04,5.99,174.6388,174.6388,249,-3
2023-01-11T10:00+0100,183.07,7.11,177.5779,177.5779,250,-1.1
2023-01-11T11:00+0100,188.7,7.58,183.039,183.039,251,0.6
2023-01-11T12:00+0100,180.56,7.62,175.1432,175.1432,252,1.7
2023-01-11T13:00+0100,185.87,7.82,180.2939,180.2939,253,2.5
2023-01-11T14:00+0100,189.97,8.06,184.2709,184.2709,254,2.6
2023-01-11T15:00+0100,184.61,8.22,179.0717,179.0717,255,2
2023-01-11T16:00+0100,185.89,8.51,180.3133,180.3133,256,0.5
2023-01-11T17:00+0100,188.56,8.58,182.9032,182.9032,257,0
2023-01-11T18:00+0100,190.31,8.4,184.6007,184.6007,258,-0.4
2023-01-11T19:00+0100,188.84,8.31,183.1748,183.1748,259,-1
2023-01-11T20:00+0100,190.14,8.04,184.4358,184.4358,260,-1.4
2023-01-11T21:00+0100,189.57,7.84,183.8829,183.8829,261,-1.9
2023-01-11T22:00+0100,187.89,7.48,182.2533,182.2533,262,-2.3
2023-01-11T23:00+0100,172.65,7.32,167.4705,167.4705,263,-2.9
2023-01-12T00:00+0100,157.37,7.38,152.6489,152.6489,264,-3
2023-01-12T01:00+0100,147.67,7.24,143.2399,143.2399,265,-3.2
2023-01-12T02:00+0100,141.24,6.76,137.0028,137.0028,266,-3.4
2023-01-12T03:00+0100,135.55,6.57,131.4835,131.4835,267,-3.5
2023-01-12T04:00+0100,137.15,6.34,133.0355,133.0355,268,-3.6
2023-01-12T05:00+0100,143.07,6.24,138.7779,138.7779,269,-3.7
2023-01-12T06:00+0100,184.95,6.38,179.4015,179.4015,270,-3.8
2023-01-12T07:00+0100,185.55,6.88,179.9835,179.9835,271,-3.9
2023-01-12T08:00+0100,185.15,7.36,179.5955,179.5955,272,-3.8
2023-01-12T09:00+0100,185.05,7.47,179.4985,179.4985,273,-3.1
2023-01-12T10:00+0100,184.91,7.82,179.3627,179.3627,274,-2.7
2023-01-12T11:00+0100,179.66,8.16,174.2702,174.2702,275,-2.2
2023-01-12T12:00+0100,179.09,8.16,173.7173,173.7173,276,-1.9
2023-01-12T13:00+0100,178.03,8.58,172.6891,172.6891,277,-1.6
2023-01-12T14:00+0100,179.89,8.68,174.4933,174.4933,278,-1.6
2023-01-12T15:00+0100,184.08,9.08,178.5576,178.5576,279,-1.8
2023-01-12T16:00+0100,185.04,8.7,179.4888,179.4888,280,-2.2
2023-01-12T17:00+0100,185.13,8.44,179.5761,179.5761,281,-2.3
2023-01-12T18:00+0100,185.48,8.71,179.9156,179.9156,282,-2.5
2023-01-12T19:00+0100,185.27,8.75,179.7119,179.7119,283,-2.9
2023-01-12T20:00+0100,185.13,8.56,179.5761,179.5761,284,-2.7
2023-01-12T21:00+0100,184.97,8.58,179.4209,179.4209,285,-2.9
2023-01-12T22:00+0100,180.28,8.56,174.8716,174.8716,286,-3
2023-01-12T23:00+0100,174.97,8.76,169.7209,169.7209,287,-3
2023-01-13T00:00+0100,158.74,8.75,153.9778,153.9778,288,-3.2
2023-01-13T01:00+0100,152.51,8.86,147.9347,147.9347,289,-3.5
2023-01-13T02:00+0100,136.76,9.19,132.6572,132.6572,290,-3.2
2023-01-13T03:00+0100,134.92,9.15,130.8724,130.8724,291,-3.3
2023-01-13T04:00+0100,135.32,8.56,131.2604,131.2604,292,-3.3
2023-01-13T05:00+0100,153.71,8.95,149.0987,149.0987,293,-3.3
2023-01-13T06:00+0100,179.33,8.65,173.9501,173.9501,294,-3.3
2023-01-13T07:00+0100,184.53,8.16,178.9941,178.9941,295,-3.3
2023-01-13T08:00+0100,183.43,8,177.9271,177.9271,296,-3.1
2023-01-13T09:00+0100,184.41,7.97,178.8777,178.8777,297,-2.5
2023-01-13T10:00+0100,185.1,8.32,179.547,179.547,298,-1.8
2023-01-13T11:00+0100,182.45,8.47,176.9765,176.9765,299,-1.2
2023-01-13T12:00+0100,182,8.98,176.54,176.54,300,-0.6
2023-01-13T13:00+0100,176.86,8.56,171.5542,171.5542,301,-0.3
2023-01-13T14:00+0100,176.84,8.08,171.5348,171.5348,302,-0.4
2023-01-13T15:00+0100,173.47,8.34,168.2659,168.2659,303,-0.7
2023-01-13T16:00+0100,182,8.59,176.54,176.54,304,-1.1
2023-01-13T17:00+0100,184.55,7.16,179.0135,179.0135,305,-1.4
2023-01-13T18:00+0100,182.37,7.16,176.8989,176.8989,306,-1.7
2023-01-13T19:00+0100,181.51,7.29,176.0647,176.0647,307,-2
2023-01-13T20:00+0100,178.94,7.39,173.5718,173.5718,308,-2.2
2023-01-13T21:00+0100,158.89,7.31,154.1233,154.1233,309,-2.6
2023-01-13T22:00+0100,156.95,7.2,152.2415,152.2415,310,-2.8
2023-01-13T23:00+0100,155.69,6.47,151.0193,151.0193,311,-3
2023-01-14T00:00+0100,158,6.65,153.26,153.26,312,-3.5
2023-01-14T01:00+0100,155.84,6.59,151.1648,151.1648,313,-4
2023-01-14T02:00+0100,153.72,6.54,149.1084,149.1084,314,-4.5
2023-01-14T03:00+0100,151.49,6.61,146.9453,146.9453,315,-4.8
2023-01-14T04:00+0100,150.07,6.72,145.5679,145.5679,316,-5
2023-01-14T05:00+0100,154.56,6.57,149.9232,149.9232,317,-5.3
2023-01-14T06:00+0100,157.8,6.26,153.066,153.066,318,-5.5
2023-01-14T07:00+0100,155.74,5.99,151.0678,151.0678,319,-5.7
2023-01-14T08:00+0100,161.07,5.72,156.2379,156.2379,320,-5.4
2023-01-14T09:00+0100,162.25,6.01,157.3825,157.3825,321,-4.1
2023-01-14T10:00+0100,161.1,6.24,156.267,156.267,322,-3
2023-01-14T11:00+0100,161.13,7.1,156.2961,156.2961,323,-1.3
2023-01-14T12:00+0100,155.89,7.94,151.2133,151.2133,324,-0.7
2023-01-14T13:00+0100,153.95,8.85,149.3315,149.3315,325,-1.4
2023-01-14T14:00+0100,155.89,9.47,151.2133,151.2133,326,-1.7
2023-01-14T15:00+0100,163.83,9.16,158.9151,158.9151,327,-2.1
2023-01-14T16:00+0100,170.25,9.05,165.1425,165.1425,328,-3
2023-01-14T17:00+0100,170.53,9.64,165.4141,165.4141,329,-3.2
2023-01-14T18:00+0100,182.36,9.68,176.8892,176.8892,330,-3.5
2023-01-14T19:00+0100,179.89,10.29,174.4933,174.4933,331,-3.8
2023-01-14T20:00+0100,179.05,10.45,173.6785,173.6785,332,-3.9
2023-01-14T21:00+0100,161.01,8.6,156.1797,156.1797,333,-4.2
2023-01-14T22:00+0100,161.02,7.76,156.1894,156.1894,334,-4.5
2023-01-14T23:00+0100,153.31,7.84,148.7107,148.7107,335,-4.8
2023-01-15T00:00+0100,154.98,9.08,150.3306,150.3306,336,-4.8
2023-01-15T01:00+0100,148.75,10.82,144.2875,144.2875,337,-4.9
2023-01-15T02:00+0100,141.01,10.82,136.7797,136.7797,338,-4.9
2023-01-15T03:00+0100,139.61,9.95,135.4217,135.4217,339,-5
2023-01-15T04:00+0100,140.25,9.57,136.0425,136.0425,340,-5
2023-01-15T05:00+0100,135.01,9.62,130.9597,130.9597,341,-5
2023-01-15T06:00+0100,144.77,10.43,140.4269,140.4269,342,-5
2023-01-15T07:00+0100,154.65,11.11,150.0105,150.0105,343,-5
2023-01-15T08:00+0100,155.82,10.36,151.1454,151.1454,344,-4.6
2023-01-15T09:00+0100,164.6,9.71,159.662,159.662,345,-1.3
2023-01-15T10:00+0100,157.77,6.57,153.0369,153.0369,346,1.6
2023-01-15T11:00+0100,151.03,5.78,146.4991,146.4991,347,4
2023-01-15T12:00+0100,150.14,5.12,145.6358,145.6358,348,5.7
2023-01-15T13:00+0100,143.91,4.34,139.5927,139.5927,349,6.7
2023-01-15T14:00+0100,147.49,4.26,143.0653,143.0653,350,6.9
2023-01-15T15:00+0100,156.16,4.59,151.4752,151.4752,351,6.2
2023-01-15T16:00+0100,164,4.58,159.08,159.08,352,4.2
2023-01-15T17:00+0100,180.55,4.19,175.1335,175.1335,353,3.9
2023-01-15T18:00+0100,182.08,3.86,176.6176,176.6176,354,3.7
2023-01-15T19:00+0100,182.34,3.87,176.8698,176.8698,355,3.5
2023-01-15T20:00+0100,180.76,3.77,175.3372,175.3372,356,3.3
2023-01-15T21:00+0100,171.39,3.69,166.2483,166.2483,357,3
2023-01-15T22:00+0100,164.62,3.57,159.6814,159.6814,358,2.7
2023-01-15T23:00+0100,150.16,3.71,145.6552,145.6552,359,2.6
2023-01-16T00:00+0100,78.34,3.57,75.9898,75.9898,360,2.2
2023-01-16T01:00+0100,83.01,3.43,80.5197,80.5197,361,1.8
2023-01-16T02:00+0100,83.82,2.94,81.3054,81.3054,362,1.5
2023-01-16T03:00+0100,77.69,2.62,75.3593,75.3593,363,1.3
2023-01-16T04:00+0100,83.81,2.19,81.2957,81.2957,364,1.1
2023-01-16T05:00+0100,130.29,1.69,126.3813,126.3813,365,0.9
2023-01-16T06:00+0100,153.97,1.37,149.3509,149.3509,366,0.8
2023-01-16T07:00+0100,174.27,1.46,169.0419,169.0419,367,0.7
