,Total Cost,Heat Value,Electricity Value
PV,940.0645166599813,0.00017665995410415917,0.006353687674466379
BES,382.6579548636995,0.0002635310709754796,0.008410053638285972
TES,-0.191321467825522,7.583971360856923e-06,-1.2616402033038821e-06
EL,50.68432156330285,-7.406705469737337e-07,-0.0002315646326403733
FC,50.3193941593636,-2.5442610980993173e-18,8.520077269749682e-06
