,Total Cost,Heat Value,Electricity Value
PV,1722.4430012673192,0.000703997752647731,0.02321913377953532
BES,274.4227948503278,-0.00010700050557667303,0.0014519982094604882
TES,0.02386572074998792,-0.00014014675910696713,1.586179497285826e-05
EL,34.13341754064992,-1.2620317309733576e-05,-0.0004344878492032966
FC,842.9151469312571,0.007479372587177275,0.028426560612089903
