,Total Cost,Heat Value,Electricity Value
PV,1854.7857712572684,0.0009161210292829489,0.025310932027397256
TES,-0.028030827859765836,-9.655606461810365e-05,-1.0361628791435984e-05
EL,88.38537991834163,-0.0001399583523027439,-0.0037365150894745945
FC,51.663394072912816,-1.8326517862640723e-07,2.9321421682460915e-05
