,Total Cost,Heat Value,Electricity Value
PV,1185.5662170846617,0.0003023450676953395,0.010753445635691528
BES,382.63419942367085,0.0002842194336447039,0.007859811078950684
TES,-0.18200213633438878,3.8875271474794765e-07,-2.7741998062010462e-06
EL,52.45642573034662,-6.568635353108403e-06,-0.0005151004757990482
FC,50.36471293665237,-4.0989634925806916e-07,1.8661570349853829e-06
