,Total Cost,Heat Value,Electricity Value
PV,68.14462239100735,2.0707165924822395e-05,7.355463586311561e-05
BES,408.3306786275886,0.00013226241699408316,0.00705345390003137
TES,-0.1945221804441341,1.0173008271622171e-05,0.0
EL,50.00000000000001,-7.632783294297952e-18,0.0
FC,50.30105160409101,-1.850371707708594e-18,1.464457360744742e-05
