,Total Cost,Heat Value,Electricity Value
PV,1785.2198935777608,0.0008096910276381259,0.022112956520097555
BES,304.3323584494695,0.000578183084499969,0.005514260043642474
TES,-0.06260594777025591,-7.779750725281133e-05,-5.709412102372638e-07
EL,41.35304518128881,-2.01516759602248e-05,-0.0006651207262271549
FC,340.1418142408269,0.004053380210881157,0.014465639396061346
