Iteration,Norm1PrimalResidualHeat,Norm1PrimalResidualElec,Cost,HeatValue,ElecValue,Norm2DualResidualHeat,Norm2PrimalResidualHeat,Norm2DualResidualElec,Norm2PrimalResidualElec,WeightedHeatValue,WeightedElecValue
0,34398.6397064402,22007.511749972673,-1811.9638870556455,0.0,0.0,3.1426072206678257,501.82536689921574,13.797800916341677,239.7707092776431,0.0,0.0
1,20477.492434021195,3028.7267818620057,3031.949614351474,342.77385189368806,2200.751174997275,2.9043811661808854,271.404385469295,13.552549119069207,48.909685776551164,0.07218662337358685,0.26604357080481505
2,8104.222309517562,585.0023781077142,5066.476764817744,547.5487762338985,2502.554959120094,2.605093230582963,115.38428421192447,11.706720155291288,13.399824777036313,0.10860303055217728,0.2992435738931186
3,9183.329310377208,425.14521364145486,5660.248810671482,589.6149326762085,2553.8271275759694,1.4287937265899344,133.02527715275187,6.6653931897065775,9.912514404900884,0.1094234556698676,0.30298632673451065
4,6899.500044130413,307.901667318282,5593.26326350818,551.4202146638918,2575.056240052636,0.8990016955707193,95.47263001542446,4.508653927447667,7.774073921802615,0.0948101806045899,0.3037616251045718
5,3383.0009360998174,261.5923714994101,5353.417347556724,513.3585339750605,2580.181977564463,0.8269756203686014,48.938423776254275,3.9474490847771273,6.8373438382072145,0.08318042931688624,0.30310443940655946
6,2363.837135899048,238.9837993762283,5221.042209213823,498.5224474569823,2576.0005470812685,0.5638451855603527,34.61602945195732,3.0569440172834677,6.2516448992966085,0.07889585199443622,0.30171809295774993
7,1736.7442459489885,237.02105352112187,5173.264340319182,496.52146693504693,2565.7566800128875,0.4197734068327278,26.79221281638203,2.480053731472242,6.238175097101921,0.07822097724712719,0.2999842327770064
8,1180.065863438746,237.40816763267043,5148.309397666672,498.13494983105596,2550.44081060775,0.3649936369308814,19.07889748520901,2.2141772001354227,6.475926048251309,0.07839808745260693,0.29795731548943233
9,847.8559642298187,217.98466311214187,5138.310307179234,499.55152470254535,2533.1027214318633,0.32411782007951945,15.874226268144099,1.874974143899978,5.932631538069775,0.07865309287742284,0.295769684682451
10,808.103396434883,175.04159299648768,5127.021739340277,498.83170017056307,2517.116228280111,0.27674592860527175,15.072482319944845,1.4091914141303337,4.873908725058541,0.07858329207477122,0.29378372691684485
11,730.9493041967488,134.61488141809718,5107.601746228399,496.94277275585966,2503.9134721819964,0.24940160533950695,13.096272321018851,1.0358393874418645,3.943233102915075,0.07825201045973539,0.29216021162568256
12,568.4498423246281,100.46111537928667,5083.817999592155,495.46344009002934,2494.287074012585,0.22542358302684215,10.421631450687308,0.8253055622941619,2.8860471213280547,0.07792762695933585,0.2909807696593628
13,450.63642959970764,76.50950089088195,5064.517869754246,494.8983193642285,2489.1988328240045,0.20120813886750913,8.793173440933929,0.7120700092300388,2.1151301619533123,0.07774445726952789,0.2903337594191546
14,390.2341316708825,68.6094365691859,5052.336711251957,495.269874730486,2487.401861994029,0.17660200401517603,7.497759322750385,0.6196273564488576,1.7034410875769486,0.07772982435669074,0.290120539636207
15,331.0424660813415,63.886074200849336,5046.834071073559,496.16875166472124,2487.716772843534,0.15635331776333736,6.502455211233759,0.540224507488958,1.5174809302284251,0.07781073080380127,0.2901757209362598
16,284.6059094263522,52.1518617592228,5046.047690548548,497.2061546024171,2488.917396653355,0.14108300549361566,5.86863155339172,0.48431283616435694,1.2356011326012533,0.07789167377037445,0.29032364088340545
17,233.8126766127284,42.47616640718382,5047.513565073145,498.19587964153476,2489.9541390225363,0.1283612134447972,5.186182322932831,0.4343724741011137,1.076737623187791,0.07795340305788304,0.29043515235108536
18,197.30392469884526,36.37488577695991,5049.598972734211,499.0071402129955,2490.4415868657525,0.1158771557134416,4.628241570840294,0.39491147804640286,0.98651934133587,0.07798663932464378,0.29047114051369194
19,169.6363653098372,31.933587349343007,5051.431531318403,499.56178376880223,2490.456245876761,0.10508681942420922,4.111553910546743,0.3702012044874707,0.8889891567002214,0.07798123140877021,0.290441171679138
20,150.07293220384008,28.945955820243075,5052.166802545511,499.8920652275225,2490.085592150798,0.09638327758438947,3.68857823990842,0.3433577580952895,0.7941412325615389,0.07795470613349538,0.2903664060185492
21,132.90057657334788,24.904344893141765,5052.313004726444,500.07446452885915,2489.5584179168054,0.08922359452208743,3.375279138707474,0.32596654824231464,0.6903065731832089,0.07792107863759169,0.2902831137936036
22,116.52076223104494,21.65515458293409,5051.749727717187,500.15002512180314,2489.00075389887,0.08200900635731008,3.1915844038848067,0.30809879937824325,0.6223403705388453,0.07788179751589336,0.29020695721016226
23,108.88982561474319,19.87645402355133,5050.805080875014,500.1920303121605,2488.4889286682437,0.07588980723374275,3.0297510048916614,0.28875403643763625,0.5550535091913017,0.07784179744487589,0.290142714025474
24,100.24318424566542,18.604380356750543,5049.657022041659,500.24104234613947,2488.0758105392224,0.06999835354334011,2.885990200959308,0.27224261363247826,0.5408760170288175,0.07780027391366542,0.29009909565891145
25,92.58411697571991,18.359070091197037,5048.61831915507,500.32834333603216,2487.777378197594,0.0654183429856548,2.5792834181585675,0.25828912166403994,0.5289160568708412,0.07776729530653702,0.29007489075810494
26,79.65458499274736,17.460690881831418,5047.790988422891,500.43028907386145,2487.616448147549,0.06332233663490076,2.15434452851106,0.2496660088861015,0.4903051789515414,0.07774236000906631,0.29006885682321365
27,65.11597535177805,15.802423065979989,5047.188866667805,500.52586000869576,2487.5525088330387,0.05989726363319962,1.774739002554021,0.24211157053193608,0.44430623334102703,0.07772479746433099,0.29007353542658604
28,51.25384781716192,13.37836645489196,5046.794098549411,500.5762443060192,2487.5879978747425,0.056801243124496935,1.4227032814359941,0.23676490126190525,0.3962735536583811,0.07771352288649176,0.29008691926337016
29,45.97313165459506,11.410897480546174,5046.44851273074,500.5677078904239,2487.688302236514,0.05293104468949314,1.4623979994473093,0.22987813294808956,0.3509971666142515,0.07770436946535446,0.2901041816363571
30,42.779687202841856,10.943494107901637,5046.012066230409,500.5307161203908,2487.8262200700683,0.04949402488360202,1.4924824138542756,0.21331408611890898,0.3289207907167888,0.07769853585828905,0.29012299316157103
31,39.710684089811906,10.673525235493122,5045.473144482077,500.5245513074681,2487.9429897670243,0.047034348233151356,1.233697585835985,0.19158244881932956,0.3194911176365262,0.07769980831805269,0.29013643985521076
32,36.864143015633,10.606573624995663,5044.972996355736,500.5718169705172,2488.0265439286736,0.0442011513807318,1.0816592003406074,0.1834115550841218,0.3139642701353184,0.07770807507001709,0.29014505282892156
33,34.31307119064059,9.993859501263177,5044.663041821056,500.6507004258131,2488.1289834133386,0.04161195643008923,1.05797734609758,0.17754341894519468,0.3018426678215565,0.07771967382969915,0.2901555683638533
34,32.274643816470736,8.844460777036668,5044.473017085211,500.73176635212496,2488.268719301953,0.03982167881487443,0.9459591931844115,0.17281891143714326,0.2835958391262082,0.07773090351609382,0.2901709288368941
35,29.0037474226841,8.358083457054969,5044.377255153904,500.8096114852554,2488.4227647379125,0.038029681263523,0.8736189180223717,0.16846840227596643,0.2697601153504818,0.07774271943343773,0.29018882852380173
36,29.41936931950384,8.415552748470192,5044.272184103421,500.8754123728037,2488.588977108449,0.03624777279779411,0.8620508431655205,0.16298898795420616,0.26646252549054,0.07775178312277035,0.29020946004950376
37,29.26167090143033,8.219377824019261,5044.20574910051,500.92966509964424,2488.774121864165,0.034749449290952694,0.8523043430065371,0.15847756061333695,0.2614658309539613,0.07775879081615304,0.29023307863897113
38,27.560591690666357,7.646374628851058,5044.143447080349,500.9742096127825,2488.9645333001477,0.033448159098970524,0.8299686223645455,0.1533498675237146,0.2520437683200993,0.07776495812675348,0.2902567845730322
39,26.01626983926826,7.08585631077432,5044.094441539801,501.01971424353303,2489.132373281697,0.03210797610370627,0.8064395773456537,0.15006537937439854,0.24241100330074364,0.07777246215348707,0.2902771918411782
40,25.258178491685342,7.029577580076963,5044.04417943063,501.06341804470867,2489.278411303625,0.031019100566100615,0.7769498145217889,0.14729800735397822,0.23849463460248907,0.07778050733838035,0.29029369023053053
41,23.91294389893445,6.82727635677362,5044.047875310254,501.10849811308924,2489.396461505658,0.029876041977144847,0.7265909412311188,0.14392050505209,0.23540579866391909,0.07779060814179795,0.2903056378884179
42,23.4561309324544,6.278243622996234,5044.115866669404,501.14641363482343,2489.492134970646,0.028871437404203185,0.7094923246700695,0.1417603080423019,0.22856082831052282,0.07779998438333571,0.2903142386387288
43,21.846051783282178,6.106787157842191,5044.249695715974,501.1717381794309,2489.5623868914195,0.02788285270874455,0.6508256778143033,0.13967936922047405,0.2308015178544305,0.07780755666674419,0.29031997671880455
44,20.121184037818047,5.713720764306764,5044.335785359447,501.17700266969854,2489.6086276503343,0.027084995210893244,0.6191295840320993,0.13784654706765406,0.21765979635730043,0.07781033707579224,0.2903227574075669
45,17.9201903964961,5.394114164817279,5044.390868809038,501.1689764935436,2489.632543198595,0.026221646118080193,0.5850752354899997,0.13577649469027328,0.2093356263945639,0.077809635064568,0.29032318353636316
46,17.635023619737325,4.995385466008754,5044.424529874438,501.151452801222,2489.635124673871,0.02538709208308874,0.583604924301965,0.13446587805881455,0.19605839500558125,0.07780544797107505,0.2903211192184135
47,18.357628013085677,4.612891902312315,5044.419717587576,501.12692620682145,2489.619641095523,0.024285685332999445,0.6132652207055712,0.13069179046077917,0.17670973527193662,0.0777986483116288,0.2903173611834988
48,18.04513633916118,4.404730278610583,5044.418472513177,501.103356129084,2489.5792803365352,0.02351084304187315,0.5652259398496398,0.12786574108942284,0.17254167323597944,0.07779190224870423,0.2903112926643085
